rollTimeSum:137459 awardDistance:["125107"]
rollTimeSum:4930745 awardDistance:["274"]
rollTimeSum:4983190 awardDistance:["47739"]
rollTimeSum:5066327 awardDistance:["75781"]
rollTimeSum:5068660 awardDistance:["2123"]
rollTimeSum:5204239 awardDistance:["123404"]
rollTimeSum:5317650 awardDistance:["103099"]
rollTimeSum:5345690 awardDistance:["25545"]
rollTimeSum:5409014 awardDistance:["57644"]
rollTimeSum:5555746 awardDistance:["133585"]
rollTimeSum:5565435 awardDistance:["8769"]
rollTimeSum:5573532 awardDistance:["7424"]
rollTimeSum:5598943 awardDistance:["23197"]
rollTimeSum:5683971 awardDistance:["77373"]
rollTimeSum:5793683 awardDistance:["99928"]
rollTimeSum:5840007 awardDistance:["42332"]
rollTimeSum:6131288 awardDistance:["265343"]
rollTimeSum:6144462 awardDistance:["11990"]
rollTimeSum:6208023 awardDistance:["57799"]
rollTimeSum:6412275 awardDistance:["185800"]
rollTimeSum:6435689 awardDistance:["21301"]
rollTimeSum:6542372 awardDistance:["97076"]
rollTimeSum:6558294 awardDistance:["14460"]
rollTimeSum:6574851 awardDistance:["15113"]
rollTimeSum:6767302 awardDistance:["175226"]
rollTimeSum:6774859 awardDistance:["6862"]
rollTimeSum:7023720 awardDistance:["226418"]
rollTimeSum:7098554 awardDistance:["67979"]
rollTimeSum:7159123 awardDistance:["55077"]
rollTimeSum:7176842 awardDistance:["16131"]
rollTimeSum:7183655 awardDistance:["6199"]
rollTimeSum:7343017 awardDistance:["145024"]
rollTimeSum:7360348 awardDistance:["15747"]
rollTimeSum:7443595 awardDistance:["75827"]
rollTimeSum:7500457 awardDistance:["51743"]
rollTimeSum:7542583 awardDistance:["38409"]
rollTimeSum:7557314 awardDistance:["13476"]
rollTimeSum:7645596 awardDistance:["80430"]
rollTimeSum:7679492 awardDistance:["30870"]
rollTimeSum:7748086 awardDistance:["62570"]
rollTimeSum:7759918 awardDistance:["10819"]
rollTimeSum:7894241 awardDistance:["122365"]
rollTimeSum:7964527 awardDistance:["63969"]
rollTimeSum:7971317 awardDistance:["6184"]
rollTimeSum:7971652 awardDistance:["310"]
rollTimeSum:8016175 awardDistance:["40537"]
rollTimeSum:8020546 awardDistance:["3979"]
rollTimeSum:8144603 awardDistance:["112901"]
rollTimeSum:8165635 awardDistance:["19110"]
rollTimeSum:8226804 awardDistance:["55626"]
rollTimeSum:8267990 awardDistance:["37639"]
rollTimeSum:8327637 awardDistance:["54185"]
rollTimeSum:8430851 awardDistance:["93917"]
rollTimeSum:8435125 awardDistance:["3897"]
rollTimeSum:8443021 awardDistance:["7163"]
rollTimeSum:8570983 awardDistance:["116374"]
rollTimeSum:8603815 awardDistance:["29834"]
rollTimeSum:8605983 awardDistance:["1963"]
rollTimeSum:8729643 awardDistance:["112602"]
rollTimeSum:8743473 awardDistance:["12562"]
rollTimeSum:8931593 awardDistance:["171362"]
rollTimeSum:8979954 awardDistance:["44065"]
rollTimeSum:8999608 awardDistance:["17974"]
rollTimeSum:9109684 awardDistance:["100063"]
rollTimeSum:9243041 awardDistance:["121575"]
rollTimeSum:9250751 awardDistance:["7033"]
rollTimeSum:9311704 awardDistance:["55484"]
rollTimeSum:9348695 awardDistance:["33668"]
rollTimeSum:9559430 awardDistance:["191873"]
rollTimeSum:9885628 awardDistance:["297002"]
rollTimeSum:9899516 awardDistance:["12653"]
rollTimeSum:9985489 awardDistance:["78289"]
rollTimeSum:i66522 awardDistance:["73758"]
rollTimeSum:i99491 awardDistance:["29996"]
rollTimeSum:i138180 awardDistance:["35269"]
rollTimeSum:i139341 awardDistance:["1059"]
rollTimeSum:i171793 awardDistance:["29482"]
rollTimeSum:i230785 awardDistance:["53587"]
rollTimeSum:i235895 awardDistance:["4645"]
rollTimeSum:i280923 awardDistance:["41062"]
rollTimeSum:i363742 awardDistance:["75378"]
rollTimeSum:i522583 awardDistance:["144640"]
rollTimeSum:i605426 awardDistance:["75368"]
rollTimeSum:i618278 awardDistance:["11683"]
rollTimeSum:i619202 awardDistance:["846"]
rollTimeSum:i731114 awardDistance:["101725"]
rollTimeSum:i804925 awardDistance:["67144"]
rollTimeSum:i873797 awardDistance:["62702"]
rollTimeSum:i874728 awardDistance:["857"]
rollTimeSum:i980066 awardDistance:["95907"]
rollTimeSum:i1010939 awardDistance:["28144"]
rollTimeSum:i1030620 awardDistance:["17922"]
rollTimeSum:i1069094 awardDistance:["35037"]
rollTimeSum:i1099409 awardDistance:["27500"]
rollTimeSum:i1245788 awardDistance:["133192"]
rollTimeSum:i1297621 awardDistance:["47125"]
rollTimeSum:i1406506 awardDistance:["99208"]
rollTimeSum:i1614950 awardDistance:["189763"]
rollTimeSum:i1766880 awardDistance:["138300"]
rollTimeSum:i1797851 awardDistance:["28235"]
rollTimeSum:i1869464 awardDistance:["65194"]
rollTimeSum:i1880168 awardDistance:["9707"]
rollTimeSum:i1986850 awardDistance:["97190"]
rollTimeSum:i2309854 awardDistance:["294204"]
rollTimeSum:i2481320 awardDistance:["156281"]
rollTimeSum:i2567258 awardDistance:["78354"]
rollTimeSum:i2567430 awardDistance:["150"]
rollTimeSum:i2622349 awardDistance:["50051"]
rollTimeSum:i2622852 awardDistance:["463"]
rollTimeSum:i2633978 awardDistance:["10171"]
rollTimeSum:i2665230 awardDistance:["28388"]
rollTimeSum:i2731572 awardDistance:["60413"]
rollTimeSum:i2758753 awardDistance:["24842"]
rollTimeSum:i2911602 awardDistance:["139146"]
rollTimeSum:i2918972 awardDistance:["6710"]
rollTimeSum:i3063851 awardDistance:["132050"]
rollTimeSum:i3106736 awardDistance:["39044"]
rollTimeSum:i3210254 awardDistance:["94307"]
rollTimeSum:i3214480 awardDistance:["3852"]
rollTimeSum:i3243307 awardDistance:["26248"]
rollTimeSum:i3296924 awardDistance:["48834"]
rollTimeSum:i3298912 awardDistance:["1799"]
rollTimeSum:i3328481 awardDistance:["26958"]
rollTimeSum:i3413784 awardDistance:["77685"]
rollTimeSum:i3459423 awardDistance:["41507"]
rollTimeSum:i3514360 awardDistance:["50079"]
rollTimeSum:i3532753 awardDistance:["16770"]
rollTimeSum:i3569027 awardDistance:["33018"]
rollTimeSum:i3585848 awardDistance:["15267"]
rollTimeSum:i3609025 awardDistance:["21121"]
rollTimeSum:i3697592 awardDistance:["80643"]
rollTimeSum:i3761656 awardDistance:["58395"]
rollTimeSum:i3839790 awardDistance:["71189"]
rollTimeSum:i3937497 awardDistance:["89031"]
rollTimeSum:i3956766 awardDistance:["17546"]
rollTimeSum:i4148298 awardDistance:["174400"]
rollTimeSum:i4151609 awardDistance:["3032"]
rollTimeSum:i4169902 awardDistance:["16618"]
rollTimeSum:i4175443 awardDistance:["5052"]
rollTimeSum:i4179910 awardDistance:["4064"]
rollTimeSum:i4180525 awardDistance:["563"]
rollTimeSum:i4198274 awardDistance:["16190"]
rollTimeSum:i4219828 awardDistance:["19604"]
rollTimeSum:i4235207 awardDistance:["13986"]
rollTimeSum:i4355882 awardDistance:["109796"]
rollTimeSum:i4412103 awardDistance:["51118"]
rollTimeSum:i4492973 awardDistance:["73774"]
rollTimeSum:i4511121 awardDistance:["16586"]
rollTimeSum:i4549543 awardDistance:["34999"]
rollTimeSum:i4558058 awardDistance:["7839"]
rollTimeSum:i4695172 awardDistance:["124928"]
rollTimeSum:i4726204 awardDistance:["28237"]
rollTimeSum:i4737419 awardDistance:["10196"]
rollTimeSum:i4796301 awardDistance:["53552"]
rollTimeSum:i4824089 awardDistance:["25187"]
rollTimeSum:i4847940 awardDistance:["21619"]
rollTimeSum:i4862407 awardDistance:["13181"]
rollTimeSum:i4883831 awardDistance:["19506"]
rollTimeSum:i4976481 awardDistance:["84323"]
rollTimeSum:i4992771 awardDistance:["14801"]
rollTimeSum:i5142039 awardDistance:["136060"]
rollTimeSum:i5148642 awardDistance:["6015"]
rollTimeSum:i5300444 awardDistance:["138154"]
rollTimeSum:i5380725 awardDistance:["73089"]
rollTimeSum:i5429253 awardDistance:["44131"]
rollTimeSum:i5615606 awardDistance:["169723"]
rollTimeSum:i5624429 awardDistance:["8036"]
rollTimeSum:i5626889 awardDistance:["2237"]
rollTimeSum:i5681756 awardDistance:["49982"]
rollTimeSum:i5857424 awardDistance:["160119"]
rollTimeSum:i6099261 awardDistance:["220045"]
rollTimeSum:i6170636 awardDistance:["65126"]
rollTimeSum:i6277831 awardDistance:["97738"]
rollTimeSum:i6344521 awardDistance:["60845"]
rollTimeSum:i6912930 awardDistance:["517587"]
rollTimeSum:i6934191 awardDistance:["19339"]
rollTimeSum:i7016335 awardDistance:["74836"]
rollTimeSum:i7064479 awardDistance:["43769"]
rollTimeSum:i7081341 awardDistance:["15307"]
rollTimeSum:i7171192 awardDistance:["81923"]
rollTimeSum:i7241376 awardDistance:["64003"]
rollTimeSum:i7284526 awardDistance:["39283"]
rollTimeSum:i7383945 awardDistance:["90505"]
rollTimeSum:i7387097 awardDistance:["2873"]
rollTimeSum:i7422137 awardDistance:["31868"]
rollTimeSum:i7462482 awardDistance:["36768"]
rollTimeSum:i7503688 awardDistance:["37491"]
rollTimeSum:i7574629 awardDistance:["64580"]
rollTimeSum:i7584559 awardDistance:["9032"]
rollTimeSum:i7593498 awardDistance:["8125"]
rollTimeSum:i7622458 awardDistance:["26376"]
rollTimeSum:i7624821 awardDistance:["2129"]
rollTimeSum:i7675451 awardDistance:["46044"]
rollTimeSum:i7783462 awardDistance:["98322"]
rollTimeSum:i7809253 awardDistance:["23566"]
rollTimeSum:i8164960 awardDistance:["324290"]
rollTimeSum:i8313555 awardDistance:["135326"]
rollTimeSum:i8372898 awardDistance:["54151"]
rollTimeSum:i8464050 awardDistance:["82951"]
rollTimeSum:i8472030 awardDistance:["7276"]
rollTimeSum:i8569796 awardDistance:["89020"]
rollTimeSum:i8579286 awardDistance:["8663"]
rollTimeSum:i8582860 awardDistance:["3278"]
rollTimeSum:i8625246 awardDistance:["38610"]
rollTimeSum:i8739447 awardDistance:["103987"]
rollTimeSum:i8854756 awardDistance:["105098"]
rollTimeSum:i8862156 awardDistance:["6737"]
rollTimeSum:i8920961 awardDistance:["53550"]
rollTimeSum:i8924471 awardDistance:["3211"]
rollTimeSum:i8968050 awardDistance:["39717"]
rollTimeSum:i8970427 awardDistance:["2155"]
rollTimeSum:i9210524 awardDistance:["218603"]
rollTimeSum:i9229002 awardDistance:["16846"]
rollTimeSum:i9267362 awardDistance:["34961"]
rollTimeSum:i9295563 awardDistance:["25613"]
rollTimeSum:i9327372 awardDistance:["28969"]
rollTimeSum:i9422979 awardDistance:["86958"]
rollTimeSum:i9460859 awardDistance:["34524"]
rollTimeSum:i9465476 awardDistance:["4213"]
rollTimeSum:i9554469 awardDistance:["81034"]
rollTimeSum:i9594344 awardDistance:["36327"]
rollTimeSum:i9614903 awardDistance:["18735"]
rollTimeSum:i9628706 awardDistance:["12610"]
rollTimeSum:i9738950 awardDistance:["100406"]
rollTimeSum:i9791699 awardDistance:["48081"]
rollTimeSum:i9810576 awardDistance:["17196"]
rollTimeSum:i9869784 awardDistance:["54112"]
rollTimeSum:i9957390 awardDistance:["79731"]
rollTimeSum:i9963307 awardDistance:["5363"]
rollTimeSum:i9964166 awardDistance:["789"]
rollTimeSum:ii57764 awardDistance:["85197"]
rollTimeSum:ii163488 awardDistance:["96276"]
rollTimeSum:ii208130 awardDistance:["40697"]
rollTimeSum:ii260148 awardDistance:["47406"]
rollTimeSum:ii291923 awardDistance:["28926"]
rollTimeSum:ii297724 awardDistance:["5303"]
rollTimeSum:ii306609 awardDistance:["8102"]
rollTimeSum:ii361803 awardDistance:["50309"]
rollTimeSum:ii368245 awardDistance:["5872"]
rollTimeSum:ii374067 awardDistance:["5298"]
rollTimeSum:ii467864 awardDistance:["85507"]
rollTimeSum:ii475224 awardDistance:["6713"]
rollTimeSum:ii537987 awardDistance:["57236"]
rollTimeSum:ii590820 awardDistance:["48224"]
rollTimeSum:ii618683 awardDistance:["25415"]
rollTimeSum:ii651167 awardDistance:["29533"]
rollTimeSum:ii652362 awardDistance:["1085"]
rollTimeSum:ii685877 awardDistance:["30538"]
rollTimeSum:ii797346 awardDistance:["101357"]
rollTimeSum:ii847029 awardDistance:["45201"]
rollTimeSum:ii861477 awardDistance:["13162"]
rollTimeSum:ii872789 awardDistance:["10329"]
rollTimeSum:ii901060 awardDistance:["25742"]
rollTimeSum:ii932481 awardDistance:["28662"]
rollTimeSum:ii947557 awardDistance:["13777"]
rollTimeSum:ii1144882 awardDistance:["179510"]
rollTimeSum:ii1176206 awardDistance:["28554"]
rollTimeSum:ii1193035 awardDistance:["15265"]
rollTimeSum:ii1427387 awardDistance:["213383"]
rollTimeSum:ii1482466 awardDistance:["50170"]
rollTimeSum:ii1539129 awardDistance:["51440"]
rollTimeSum:ii1640442 awardDistance:["92380"]
rollTimeSum:ii1696953 awardDistance:["51377"]
rollTimeSum:ii1703796 awardDistance:["6232"]
rollTimeSum:ii1819921 awardDistance:["105669"]
rollTimeSum:ii2165989 awardDistance:["314970"]
rollTimeSum:ii2289175 awardDistance:["112102"]
rollTimeSum:ii2346411 awardDistance:["52216"]
rollTimeSum:ii2363680 awardDistance:["15711"]
rollTimeSum:ii2443193 awardDistance:["72208"]
rollTimeSum:ii2558488 awardDistance:["105010"]
rollTimeSum:ii2583061 awardDistance:["22361"]
rollTimeSum:ii2641843 awardDistance:["53550"]
rollTimeSum:ii2712758 awardDistance:["64628"]
rollTimeSum:ii2722045 awardDistance:["8464"]
rollTimeSum:ii2733778 awardDistance:["10714"]
rollTimeSum:ii2848478 awardDistance:["104532"]
rollTimeSum:ii2873281 awardDistance:["22533"]
rollTimeSum:ii2887774 awardDistance:["13185"]
rollTimeSum:ii2978508 awardDistance:["82565"]
rollTimeSum:ii3039386 awardDistance:["55532"]
rollTimeSum:ii3071139 awardDistance:["28909"]
rollTimeSum:ii3360294 awardDistance:["263426"]
rollTimeSum:ii3490454 awardDistance:["118508"]
rollTimeSum:ii3572855 awardDistance:["75026"]
rollTimeSum:ii3581570 awardDistance:["7920"]
rollTimeSum:ii3779602 awardDistance:["180244"]
rollTimeSum:ii3783925 awardDistance:["3921"]
rollTimeSum:ii3816346 awardDistance:["29559"]
rollTimeSum:ii3820377 awardDistance:["3650"]
rollTimeSum:ii3898395 awardDistance:["71020"]
rollTimeSum:ii4186809 awardDistance:["262441"]
rollTimeSum:ii4205729 awardDistance:["17250"]
rollTimeSum:ii4250920 awardDistance:["41077"]
rollTimeSum:ii4394597 awardDistance:["130800"]
rollTimeSum:ii4404800 awardDistance:["9283"]
rollTimeSum:ii4410357 awardDistance:["5043"]
rollTimeSum:ii4418141 awardDistance:["7091"]
rollTimeSum:ii4437569 awardDistance:["17609"]
rollTimeSum:ii4452724 awardDistance:["13830"]
rollTimeSum:ii4454303 awardDistance:["1453"]
rollTimeSum:ii4502228 awardDistance:["43569"]
rollTimeSum:ii4529823 awardDistance:["25226"]
rollTimeSum:ii4644101 awardDistance:["104020"]
rollTimeSum:ii4698375 awardDistance:["49387"]
rollTimeSum:ii4730059 awardDistance:["28854"]
rollTimeSum:ii4859893 awardDistance:["118204"]
rollTimeSum:ii4865102 awardDistance:["4729"]
rollTimeSum:ii4873682 awardDistance:["7811"]
rollTimeSum:ii4886609 awardDistance:["11769"]
rollTimeSum:ii4942622 awardDistance:["51022"]
rollTimeSum:ii5002980 awardDistance:["55046"]
rollTimeSum:ii5023907 awardDistance:["19006"]
rollTimeSum:ii5090261 awardDistance:["60468"]
rollTimeSum:ii5106139 awardDistance:["14425"]
rollTimeSum:ii5304115 awardDistance:["180140"]
rollTimeSum:ii5400351 awardDistance:["87582"]
rollTimeSum:ii5403322 awardDistance:["2710"]
rollTimeSum:ii5453035 awardDistance:["45311"]
rollTimeSum:ii5462303 awardDistance:["8465"]
rollTimeSum:ii5479067 awardDistance:["15296"]
rollTimeSum:ii5500669 awardDistance:["19735"]
rollTimeSum:ii5547127 awardDistance:["42307"]
rollTimeSum:ii5559813 awardDistance:["11545"]
rollTimeSum:ii5759121 awardDistance:["181404"]
rollTimeSum:ii5781650 awardDistance:["20578"]
rollTimeSum:ii5873589 awardDistance:["83748"]
rollTimeSum:ii5892287 awardDistance:["17119"]
rollTimeSum:ii5980732 awardDistance:["80607"]
rollTimeSum:ii5986527 awardDistance:["5273"]
rollTimeSum:ii5998067 awardDistance:["10480"]
rollTimeSum:ii6030058 awardDistance:["29141"]
rollTimeSum:ii6064613 awardDistance:["31422"]
rollTimeSum:ii6078867 awardDistance:["12990"]
rollTimeSum:ii6297664 awardDistance:["199098"]
rollTimeSum:ii6410821 awardDistance:["102891"]
rollTimeSum:ii6428960 awardDistance:["16476"]
rollTimeSum:ii6434785 awardDistance:["5244"]
rollTimeSum:ii6444659 awardDistance:["9001"]
rollTimeSum:ii6454882 awardDistance:["9292"]
rollTimeSum:ii6459665 awardDistance:["4341"]
rollTimeSum:ii6470125 awardDistance:["9523"]
rollTimeSum:ii6476417 awardDistance:["5694"]
rollTimeSum:ii6577447 awardDistance:["92111"]
rollTimeSum:ii6672582 awardDistance:["86730"]
rollTimeSum:ii6742898 awardDistance:["63942"]
rollTimeSum:ii6761616 awardDistance:["17066"]
rollTimeSum:ii6835186 awardDistance:["66885"]
rollTimeSum:ii6856667 awardDistance:["19593"]
rollTimeSum:ii6895139 awardDistance:["35148"]
rollTimeSum:ii6966143 awardDistance:["64641"]
rollTimeSum:ii7051392 awardDistance:["77613"]
rollTimeSum:ii7064200 awardDistance:["11711"]
rollTimeSum:ii7156534 awardDistance:["84259"]
rollTimeSum:ii7222452 awardDistance:["60053"]
rollTimeSum:ii7246178 awardDistance:["21553"]
rollTimeSum:ii7294327 awardDistance:["43820"]
rollTimeSum:ii7345650 awardDistance:["46684"]
rollTimeSum:ii7498418 awardDistance:["139119"]
rollTimeSum:ii7582702 awardDistance:["76874"]
rollTimeSum:ii7605965 awardDistance:["21268"]
rollTimeSum:ii7624038 awardDistance:["16434"]
rollTimeSum:ii7760927 awardDistance:["124681"]
rollTimeSum:ii7805535 awardDistance:["40546"]
rollTimeSum:ii7885269 awardDistance:["72556"]
rollTimeSum:ii8003068 awardDistance:["107361"]
rollTimeSum:ii8015173 awardDistance:["11002"]
rollTimeSum:ii8127332 awardDistance:["101989"]
rollTimeSum:ii8135514 awardDistance:["7432"]
rollTimeSum:ii8155535 awardDistance:["18235"]
rollTimeSum:ii8236650 awardDistance:["73729"]
rollTimeSum:ii8272571 awardDistance:["32543"]
rollTimeSum:ii8297165 awardDistance:["22350"]
rollTimeSum:ii8597914 awardDistance:["274049"]
rollTimeSum:ii8619288 awardDistance:["19464"]
rollTimeSum:ii8624265 awardDistance:["4554"]
rollTimeSum:ii8659095 awardDistance:["31737"]
rollTimeSum:ii8659667 awardDistance:["525"]
rollTimeSum:ii8662793 awardDistance:["2860"]
rollTimeSum:ii8663941 awardDistance:["1030"]
rollTimeSum:ii8697071 awardDistance:["30181"]
rollTimeSum:ii8699772 awardDistance:["2442"]
rollTimeSum:ii8732525 awardDistance:["29899"]
rollTimeSum:ii8886676 awardDistance:["140309"]
rollTimeSum:ii8966831 awardDistance:["72954"]
rollTimeSum:ii8996777 awardDistance:["27190"]
rollTimeSum:ii9133008 awardDistance:["124073"]
rollTimeSum:ii9160037 awardDistance:["24600"]
rollTimeSum:ii9371724 awardDistance:["192823"]
rollTimeSum:ii9481833 awardDistance:["100209"]
rollTimeSum:ii9489032 awardDistance:["6565"]
rollTimeSum:ii9536083 awardDistance:["42904"]
rollTimeSum:ii9566102 awardDistance:["27282"]
rollTimeSum:ii9808928 awardDistance:["221282"]
rollTimeSum:ii9848437 awardDistance:["35886"]
rollTimeSum:ii9980300 awardDistance:["119956"]
rollTimeSum:iii285631 awardDistance:["278284"]
rollTimeSum:iii305908 awardDistance:["18430"]
rollTimeSum:iii469141 awardDistance:["148722"]
rollTimeSum:iii546533 awardDistance:["70513"]
rollTimeSum:iii773841 awardDistance:["207125"]
rollTimeSum:iii842250 awardDistance:["62313"]
rollTimeSum:iii928651 awardDistance:["78667"]
rollTimeSum:iii1039092 awardDistance:["100491"]
rollTimeSum:iii1131053 awardDistance:["83707"]
rollTimeSum:iii1198372 awardDistance:["61417"]
rollTimeSum:iii1201359 awardDistance:["2732"]
rollTimeSum:iii1255336 awardDistance:["49073"]
rollTimeSum:iii1292726 awardDistance:["34125"]
rollTimeSum:iii1343076 awardDistance:["45915"]
rollTimeSum:iii1407538 awardDistance:["58757"]
rollTimeSum:iii1481861 awardDistance:["67750"]
rollTimeSum:iii1486255 awardDistance:["4017"]
rollTimeSum:iii1489815 awardDistance:["3247"]
rollTimeSum:iii1569074 awardDistance:["72185"]
rollTimeSum:iii1727178 awardDistance:["143759"]
rollTimeSum:iii1736651 awardDistance:["8649"]
rollTimeSum:iii1740755 awardDistance:["3721"]
rollTimeSum:iii1821093 awardDistance:["73136"]
rollTimeSum:iii2000304 awardDistance:["163248"]
rollTimeSum:iii2070109 awardDistance:["63560"]
rollTimeSum:iii2396481 awardDistance:["297581"]
rollTimeSum:iii2475076 awardDistance:["71577"]
rollTimeSum:iii2572681 awardDistance:["88720"]
rollTimeSum:iii2661754 awardDistance:["81266"]
rollTimeSum:iii2696731 awardDistance:["31857"]
rollTimeSum:iii2755278 awardDistance:["53192"]
rollTimeSum:iii2815997 awardDistance:["55237"]
rollTimeSum:iii2844818 awardDistance:["26291"]
rollTimeSum:iii2888361 awardDistance:["39588"]
rollTimeSum:iii2978531 awardDistance:["82121"]
rollTimeSum:iii2980252 awardDistance:["1580"]
rollTimeSum:iii3285789 awardDistance:["278428"]
rollTimeSum:iii3331560 awardDistance:["41634"]
rollTimeSum:iii3367388 awardDistance:["32670"]
rollTimeSum:iii3438984 awardDistance:["65232"]
rollTimeSum:iii3442480 awardDistance:["3184"]
rollTimeSum:iii3479290 awardDistance:["33518"]
rollTimeSum:iii3669667 awardDistance:["173267"]
rollTimeSum:iii3757909 awardDistance:["80314"]
rollTimeSum:iii3779214 awardDistance:["19309"]
rollTimeSum:iii3861742 awardDistance:["75213"]
rollTimeSum:iii3884340 awardDistance:["20601"]
rollTimeSum:iii3943534 awardDistance:["53896"]
rollTimeSum:iii3996134 awardDistance:["47883"]
rollTimeSum:iii4102727 awardDistance:["97010"]
rollTimeSum:iii4104856 awardDistance:["1936"]
rollTimeSum:iii4123976 awardDistance:["17485"]
rollTimeSum:iii4257586 awardDistance:["121658"]
rollTimeSum:iii4274229 awardDistance:["15170"]
rollTimeSum:iii4293280 awardDistance:["17384"]
rollTimeSum:iii4302212 awardDistance:["8137"]
rollTimeSum:iii4331662 awardDistance:["26932"]
rollTimeSum:iii4340903 awardDistance:["8449"]
rollTimeSum:iii4348392 awardDistance:["6807"]
rollTimeSum:iii4416265 awardDistance:["61889"]
rollTimeSum:iii4463040 awardDistance:["42613"]
rollTimeSum:iii4545309 awardDistance:["74907"]
rollTimeSum:iii4591712 awardDistance:["42230"]
rollTimeSum:iii4801099 awardDistance:["190643"]
rollTimeSum:iii4816237 awardDistance:["13830"]
rollTimeSum:iii4829799 awardDistance:["12346"]
rollTimeSum:iii4857507 awardDistance:["25316"]
rollTimeSum:iii4864524 awardDistance:["6421"]
rollTimeSum:iii4916301 awardDistance:["47261"]
rollTimeSum:iii4936874 awardDistance:["18757"]
rollTimeSum:iii4976383 awardDistance:["36012"]
rollTimeSum:iii4985858 awardDistance:["8649"]
rollTimeSum:iii5041579 awardDistance:["50833"]
