rollTimeSum:62470 awardDistance:56955
rollTimeSum:9938167 awardDistance:21094
rollTimeSum:i46480 awardDistance:98466
rollTimeSum:i74052 awardDistance:25137
rollTimeSum:i224319 awardDistance:136812
rollTimeSum:i302096 awardDistance:70883
rollTimeSum:i359812 awardDistance:52679
rollTimeSum:i464191 awardDistance:94858
rollTimeSum:i537253 awardDistance:66324
rollTimeSum:i552254 awardDistance:13712
rollTimeSum:i633813 awardDistance:74289
rollTimeSum:i720746 awardDistance:79068
rollTimeSum:i816230 awardDistance:87051
rollTimeSum:i819453 awardDistance:2925
rollTimeSum:i843670 awardDistance:22064
rollTimeSum:i1000573 awardDistance:142905
rollTimeSum:i1093137 awardDistance:84311
rollTimeSum:i1104343 awardDistance:10237
rollTimeSum:i1145301 awardDistance:37291
rollTimeSum:i1173992 awardDistance:26138
rollTimeSum:i1198250 awardDistance:22077
rollTimeSum:i1284991 awardDistance:79111
rollTimeSum:i1330024 awardDistance:40935
rollTimeSum:i1368197 awardDistance:34803
rollTimeSum:i1472555 awardDistance:95031
rollTimeSum:i1573612 awardDistance:92054
rollTimeSum:i1659424 awardDistance:78209
rollTimeSum:i1789853 awardDistance:118807
rollTimeSum:i1798912 awardDistance:8248
rollTimeSum:i1813082 awardDistance:12956
rollTimeSum:i1922820 awardDistance:99933
rollTimeSum:i1949696 awardDistance:24427
rollTimeSum:i2059870 awardDistance:100356
rollTimeSum:i2108834 awardDistance:44490
rollTimeSum:i2108954 awardDistance:102
rollTimeSum:i2121988 awardDistance:11862
rollTimeSum:i2290849 awardDistance:153563
rollTimeSum:i2368617 awardDistance:70920
rollTimeSum:i2513432 awardDistance:131709
rollTimeSum:i2516685 awardDistance:2976
rollTimeSum:i2574518 awardDistance:52666
rollTimeSum:i2582364 awardDistance:7122
rollTimeSum:i2591216 awardDistance:8012
rollTimeSum:i2674003 awardDistance:75407
rollTimeSum:i2771586 awardDistance:88883
rollTimeSum:i2823585 awardDistance:47385
rollTimeSum:i2872928 awardDistance:44902
rollTimeSum:i2913845 awardDistance:37269
rollTimeSum:i2993490 awardDistance:72618
rollTimeSum:i3003709 awardDistance:9288
rollTimeSum:i3041615 awardDistance:34574
rollTimeSum:i3052558 awardDistance:9992
rollTimeSum:i3083493 awardDistance:28194
rollTimeSum:i3105594 awardDistance:20180
rollTimeSum:i3119621 awardDistance:12824
rollTimeSum:i3144332 awardDistance:22507
rollTimeSum:i3157086 awardDistance:11634
rollTimeSum:i3158482 awardDistance:1275
rollTimeSum:i3161297 awardDistance:2557
rollTimeSum:i3206676 awardDistance:41246
rollTimeSum:i3300718 awardDistance:85587
rollTimeSum:i3355747 awardDistance:49957
rollTimeSum:i3450369 awardDistance:86181
rollTimeSum:i3479873 awardDistance:26878
rollTimeSum:i3546479 awardDistance:60773
rollTimeSum:i3657582 awardDistance:101259
rollTimeSum:i3657729 awardDistance:133
rollTimeSum:i3718066 awardDistance:55020
rollTimeSum:i3856567 awardDistance:126187
rollTimeSum:i3914996 awardDistance:53237
rollTimeSum:i4022247 awardDistance:97651
rollTimeSum:i4034232 awardDistance:10939
rollTimeSum:i4093572 awardDistance:54080
rollTimeSum:i4228426 awardDistance:122915
rollTimeSum:i4236488 awardDistance:7360
rollTimeSum:i4238856 awardDistance:2149
rollTimeSum:i4245075 awardDistance:5665
rollTimeSum:i4367705 awardDistance:111564
rollTimeSum:i4396937 awardDistance:26606
rollTimeSum:i4419777 awardDistance:20803
rollTimeSum:i4427444 awardDistance:6976
rollTimeSum:i4508021 awardDistance:73245
rollTimeSum:i4549743 awardDistance:37970
rollTimeSum:i4603954 awardDistance:49308
rollTimeSum:i4666343 awardDistance:56685
rollTimeSum:i4766980 awardDistance:91677
rollTimeSum:i4866169 awardDistance:90226
rollTimeSum:i4952211 awardDistance:78425
rollTimeSum:i4955564 awardDistance:3068
rollTimeSum:i5037465 awardDistance:74508
rollTimeSum:i5090743 awardDistance:48492
rollTimeSum:i5135673 awardDistance:40901
rollTimeSum:i5189687 awardDistance:49032
rollTimeSum:i5252599 awardDistance:57256
rollTimeSum:i5283432 awardDistance:28057
rollTimeSum:i5457438 awardDistance:158313
rollTimeSum:i5470433 awardDistance:11802
rollTimeSum:i5471728 awardDistance:1174
rollTimeSum:i5478008 awardDistance:5743
rollTimeSum:i5640412 awardDistance:147992
rollTimeSum:i5750235 awardDistance:100012
rollTimeSum:i5780797 awardDistance:27794
rollTimeSum:i5881809 awardDistance:91933
rollTimeSum:i5920803 awardDistance:35517
rollTimeSum:i5933148 awardDistance:11212
rollTimeSum:i5980880 awardDistance:43359
rollTimeSum:i6047525 awardDistance:60769
rollTimeSum:i6120146 awardDistance:66033
rollTimeSum:i6161802 awardDistance:37917
rollTimeSum:i6243462 awardDistance:74498
rollTimeSum:i6311229 awardDistance:61634
rollTimeSum:i6315372 awardDistance:3772
rollTimeSum:i6451689 awardDistance:124073
rollTimeSum:i6552813 awardDistance:92084
rollTimeSum:i6743729 awardDistance:173893
rollTimeSum:i6845645 awardDistance:92887
rollTimeSum:i6846966 awardDistance:1205
rollTimeSum:i6884790 awardDistance:34466
rollTimeSum:i6894808 awardDistance:9160
rollTimeSum:i6897601 awardDistance:2544
rollTimeSum:i6973671 awardDistance:69299
rollTimeSum:i7049421 awardDistance:68830
rollTimeSum:i7099641 awardDistance:45722
rollTimeSum:i7174181 awardDistance:67746
rollTimeSum:i7198974 awardDistance:22561
rollTimeSum:i7240022 awardDistance:37351
rollTimeSum:i7246189 awardDistance:5618
rollTimeSum:i7281904 awardDistance:32635
rollTimeSum:i7327975 awardDistance:41916
rollTimeSum:i7345751 awardDistance:16202
rollTimeSum:i7366524 awardDistance:18845
rollTimeSum:i7381547 awardDistance:13705
rollTimeSum:i7382118 awardDistance:522
rollTimeSum:i7477754 awardDistance:86889
rollTimeSum:i7522845 awardDistance:41047
rollTimeSum:i7536492 awardDistance:12396
rollTimeSum:i7536667 awardDistance:157
rollTimeSum:i7685465 awardDistance:135642
rollTimeSum:i7844389 awardDistance:144643
rollTimeSum:i7862865 awardDistance:16816
rollTimeSum:i7921449 awardDistance:53325
rollTimeSum:i8003547 awardDistance:74750
rollTimeSum:i8046220 awardDistance:38913
rollTimeSum:i8159713 awardDistance:103279
rollTimeSum:i8203215 awardDistance:39612
rollTimeSum:i8304363 awardDistance:92068
rollTimeSum:i8360545 awardDistance:51193
rollTimeSum:i8394844 awardDistance:31143
rollTimeSum:i8584135 awardDistance:172490
rollTimeSum:i8617527 awardDistance:30366
rollTimeSum:i8622724 awardDistance:4748
rollTimeSum:i8676305 awardDistance:48826
rollTimeSum:i8722049 awardDistance:41571
rollTimeSum:i8777069 awardDistance:49966
rollTimeSum:i8856349 awardDistance:72091
rollTimeSum:i8873244 awardDistance:15417
rollTimeSum:i8977405 awardDistance:94696
rollTimeSum:i9074818 awardDistance:88655
rollTimeSum:i9086984 awardDistance:11083
rollTimeSum:i9120079 awardDistance:30144
rollTimeSum:i9218788 awardDistance:89971
rollTimeSum:i9249267 awardDistance:27784
rollTimeSum:i9267418 awardDistance:16514
rollTimeSum:i9272515 awardDistance:4653
rollTimeSum:i9287479 awardDistance:13648
rollTimeSum:i9354907 awardDistance:61454
rollTimeSum:i9496523 awardDistance:128946
rollTimeSum:i9498570 awardDistance:1858
rollTimeSum:i9528713 awardDistance:27426
rollTimeSum:i9532392 awardDistance:3377
rollTimeSum:i9561822 awardDistance:26839
rollTimeSum:i9596762 awardDistance:31849
rollTimeSum:i9604322 awardDistance:6892
rollTimeSum:i9638076 awardDistance:30840
rollTimeSum:i9638406 awardDistance:300
rollTimeSum:i9715255 awardDistance:69970
rollTimeSum:i9745566 awardDistance:27622
rollTimeSum:i9785310 awardDistance:36186
rollTimeSum:i9818796 awardDistance:30487
rollTimeSum:i9914518 awardDistance:87083
rollTimeSum:i9938998 awardDistance:22236
rollTimeSum:i9955709 awardDistance:15213
rollTimeSum:i9982270 awardDistance:24128
rollTimeSum:ii29138 awardDistance:42673
rollTimeSum:ii114096 awardDistance:77329
rollTimeSum:ii205203 awardDistance:82822
rollTimeSum:ii324154 awardDistance:108312
rollTimeSum:ii324465 awardDistance:289
rollTimeSum:ii379931 awardDistance:50424
rollTimeSum:ii459267 awardDistance:72355
rollTimeSum:ii520637 awardDistance:55979
rollTimeSum:ii596848 awardDistance:69419
rollTimeSum:ii659959 awardDistance:57418
rollTimeSum:ii756005 awardDistance:87412
rollTimeSum:ii781770 awardDistance:23463
rollTimeSum:ii791555 awardDistance:8939
rollTimeSum:ii939701 awardDistance:134737
rollTimeSum:ii1011201 awardDistance:65148
rollTimeSum:ii1022260 awardDistance:10086
rollTimeSum:ii1104619 awardDistance:75099
rollTimeSum:ii1121739 awardDistance:15626
rollTimeSum:ii1130599 awardDistance:8115
rollTimeSum:ii1155674 awardDistance:22809
rollTimeSum:ii1285331 awardDistance:118052
rollTimeSum:ii1327168 awardDistance:38087
rollTimeSum:ii1335900 awardDistance:7951
rollTimeSum:ii1362885 awardDistance:24657
rollTimeSum:ii1443305 awardDistance:73340
rollTimeSum:ii1539156 awardDistance:87225
rollTimeSum:ii1727054 awardDistance:170986
rollTimeSum:ii1809487 awardDistance:75044
rollTimeSum:ii1889943 awardDistance:73217
rollTimeSum:ii1983250 awardDistance:84871
rollTimeSum:ii2023538 awardDistance:36738
rollTimeSum:ii2027650 awardDistance:3747
rollTimeSum:ii2052604 awardDistance:22692
rollTimeSum:ii2115143 awardDistance:56958
rollTimeSum:ii2218464 awardDistance:94040
rollTimeSum:ii2238025 awardDistance:17758
rollTimeSum:ii2243550 awardDistance:5078
rollTimeSum:ii2245691 awardDistance:1959
rollTimeSum:ii2256457 awardDistance:9757
rollTimeSum:ii2269892 awardDistance:12273
rollTimeSum:ii2273105 awardDistance:2937
rollTimeSum:ii2356587 awardDistance:76127
rollTimeSum:ii2471366 awardDistance:104514
rollTimeSum:ii2471419 awardDistance:48
rollTimeSum:ii2577270 awardDistance:96413
rollTimeSum:ii2662935 awardDistance:77909
rollTimeSum:ii2677386 awardDistance:13147
rollTimeSum:ii2738128 awardDistance:55296
rollTimeSum:ii2751711 awardDistance:12334
rollTimeSum:ii2801812 awardDistance:45657
rollTimeSum:ii2978948 awardDistance:161562
rollTimeSum:ii3026022 awardDistance:42803
rollTimeSum:ii3037545 awardDistance:10437
rollTimeSum:ii3144286 awardDistance:97131
rollTimeSum:ii3171128 awardDistance:24404
rollTimeSum:ii3295914 awardDistance:113676
rollTimeSum:ii3320173 awardDistance:22057
rollTimeSum:ii3378746 awardDistance:53275
rollTimeSum:ii3443628 awardDistance:59060
rollTimeSum:ii3520922 awardDistance:70371
rollTimeSum:ii3559592 awardDistance:35322
rollTimeSum:ii3657475 awardDistance:89046
rollTimeSum:ii3735436 awardDistance:70893
rollTimeSum:ii3784183 awardDistance:44416
rollTimeSum:ii3953289 awardDistance:153872
rollTimeSum:ii3974724 awardDistance:19449
rollTimeSum:ii3991208 awardDistance:15036
rollTimeSum:ii4024463 awardDistance:30323
rollTimeSum:ii4024494 awardDistance:29
rollTimeSum:ii4096465 awardDistance:65646
rollTimeSum:ii4136458 awardDistance:36369
rollTimeSum:ii4331090 awardDistance:177252
rollTimeSum:ii4353166 awardDistance:20111
rollTimeSum:ii4361141 awardDistance:7292
rollTimeSum:ii4444411 awardDistance:75792
rollTimeSum:ii4489277 awardDistance:40791
rollTimeSum:ii4530460 awardDistance:37461
rollTimeSum:ii4638560 awardDistance:98432
rollTimeSum:ii4695449 awardDistance:51698
rollTimeSum:ii4726616 awardDistance:28333
rollTimeSum:ii4749932 awardDistance:21320
rollTimeSum:ii4907893 awardDistance:143938
rollTimeSum:ii5092209 awardDistance:167889
rollTimeSum:ii5129282 awardDistance:33625
rollTimeSum:ii5133694 awardDistance:4033
rollTimeSum:ii5137719 awardDistance:3682
rollTimeSum:ii5183960 awardDistance:42094
rollTimeSum:ii5497271 awardDistance:285049
rollTimeSum:ii5507945 awardDistance:9756
rollTimeSum:ii5541297 awardDistance:30383
rollTimeSum:ii5592013 awardDistance:46153
rollTimeSum:ii5729359 awardDistance:125090
rollTimeSum:ii5871626 awardDistance:129416
rollTimeSum:ii5896355 awardDistance:22579
rollTimeSum:ii5902080 awardDistance:5238
rollTimeSum:ii5925091 awardDistance:20902
rollTimeSum:ii5953254 awardDistance:25729
rollTimeSum:ii5967245 awardDistance:12722
rollTimeSum:ii5976025 awardDistance:7952
rollTimeSum:ii6019982 awardDistance:40035
rollTimeSum:ii6029718 awardDistance:8860
rollTimeSum:ii6044955 awardDistance:13938
rollTimeSum:ii6050036 awardDistance:4611
rollTimeSum:ii6070277 awardDistance:18445
rollTimeSum:ii6092663 awardDistance:20485
rollTimeSum:ii6138352 awardDistance:41577
rollTimeSum:ii6166573 awardDistance:25727
rollTimeSum:ii6180691 awardDistance:12881
rollTimeSum:ii6194517 awardDistance:12551
rollTimeSum:ii6231608 awardDistance:33796
rollTimeSum:ii6343195 awardDistance:101609
rollTimeSum:ii6359853 awardDistance:15159
rollTimeSum:ii6383559 awardDistance:21600
rollTimeSum:ii6419633 awardDistance:32920
rollTimeSum:ii6496626 awardDistance:70041
rollTimeSum:ii6533482 awardDistance:33560
rollTimeSum:ii6561459 awardDistance:25382
rollTimeSum:ii6597511 awardDistance:32796
rollTimeSum:ii6631495 awardDistance:30977
rollTimeSum:ii6658292 awardDistance:24330
rollTimeSum:ii6671660 awardDistance:12188
rollTimeSum:ii6731467 awardDistance:54481
rollTimeSum:ii6734157 awardDistance:2434
rollTimeSum:ii6898352 awardDistance:149492
rollTimeSum:ii6901418 awardDistance:2789
rollTimeSum:ii7010970 awardDistance:99600
rollTimeSum:ii7076338 awardDistance:59564
rollTimeSum:ii7103937 awardDistance:25171
rollTimeSum:ii7126067 awardDistance:20140
rollTimeSum:ii7126197 awardDistance:113
rollTimeSum:ii7188442 awardDistance:56754
rollTimeSum:ii7218393 awardDistance:27328
rollTimeSum:ii7220888 awardDistance:2291
rollTimeSum:ii7229669 awardDistance:8015
rollTimeSum:ii7383475 awardDistance:140121
rollTimeSum:ii7431009 awardDistance:43357
rollTimeSum:ii7492618 awardDistance:56095
rollTimeSum:ii7519787 awardDistance:24850
rollTimeSum:ii7647669 awardDistance:116424
rollTimeSum:ii7777104 awardDistance:117875
rollTimeSum:ii7823793 awardDistance:42528
rollTimeSum:ii7832672 awardDistance:8100
rollTimeSum:ii7906593 awardDistance:67347
rollTimeSum:ii7979900 awardDistance:66717
rollTimeSum:ii7988059 awardDistance:7397
rollTimeSum:ii8001629 awardDistance:12368
rollTimeSum:ii8040837 awardDistance:35700
rollTimeSum:ii8080285 awardDistance:35959
rollTimeSum:ii8093257 awardDistance:11825
rollTimeSum:ii8176406 awardDistance:75672
rollTimeSum:ii8189155 awardDistance:11585
rollTimeSum:ii8268638 awardDistance:72345
rollTimeSum:ii8275247 awardDistance:6000
rollTimeSum:ii8290739 awardDistance:14125
rollTimeSum:ii8355705 awardDistance:58928
rollTimeSum:ii8369131 awardDistance:12178
rollTimeSum:ii8387102 awardDistance:16328
rollTimeSum:ii8390908 awardDistance:3454
rollTimeSum:ii8440230 awardDistance:44950
rollTimeSum:ii8548209 awardDistance:98435
rollTimeSum:ii8571578 awardDistance:21276
rollTimeSum:ii8657526 awardDistance:78190
rollTimeSum:ii8746675 awardDistance:81281
rollTimeSum:ii8754094 awardDistance:6797
rollTimeSum:ii8759670 awardDistance:5018
rollTimeSum:ii8819456 awardDistance:54454
rollTimeSum:ii8935718 awardDistance:105747
rollTimeSum:ii9024614 awardDistance:80983
rollTimeSum:ii9049141 awardDistance:22297
rollTimeSum:ii9060387 awardDistance:10208
rollTimeSum:ii9062504 awardDistance:1922
rollTimeSum:ii9172061 awardDistance:99709
rollTimeSum:ii9178475 awardDistance:5814
rollTimeSum:ii9252774 awardDistance:67570
rollTimeSum:ii9254304 awardDistance:1392
rollTimeSum:ii9376273 awardDistance:111219
rollTimeSum:ii9386526 awardDistance:9334
rollTimeSum:ii9386580 awardDistance:51
rollTimeSum:ii9402762 awardDistance:14733
rollTimeSum:ii9405546 awardDistance:2523
rollTimeSum:ii9449594 awardDistance:40074
rollTimeSum:ii9477622 awardDistance:25548
rollTimeSum:ii9479030 awardDistance:1290
rollTimeSum:ii9581382 awardDistance:93182
rollTimeSum:ii9681204 awardDistance:90967
rollTimeSum:ii9691863 awardDistance:9732
rollTimeSum:ii9707610 awardDistance:14332
rollTimeSum:ii9752974 awardDistance:41345
rollTimeSum:ii9826086 awardDistance:66672
rollTimeSum:ii9915398 awardDistance:81390
rollTimeSum:ii9916475 awardDistance:976
rollTimeSum:ii9972690 awardDistance:51214
rollTimeSum:iii77889 awardDistance:95610
rollTimeSum:iii133583 awardDistance:50671
rollTimeSum:iii152744 awardDistance:17379
rollTimeSum:iii165967 awardDistance:12058
rollTimeSum:iii459163 awardDistance:266978
rollTimeSum:iii574516 awardDistance:104978
rollTimeSum:iii599364 awardDistance:22642
rollTimeSum:iii607030 awardDistance:6956
rollTimeSum:iii621130 awardDistance:12843
rollTimeSum:iii668565 awardDistance:43185
rollTimeSum:iii676654 awardDistance:7326
rollTimeSum:iii770272 awardDistance:85125
rollTimeSum:iii800524 awardDistance:27454
rollTimeSum:iii880546 awardDistance:72686
rollTimeSum:iii883457 awardDistance:2637
rollTimeSum:iii886683 awardDistance:2960
rollTimeSum:iii917937 awardDistance:28491
rollTimeSum:iii949320 awardDistance:28478
rollTimeSum:iii980743 awardDistance:28631
rollTimeSum:iii1259314 awardDistance:253836
rollTimeSum:iii1271835 awardDistance:11368
rollTimeSum:iii1277456 awardDistance:5158
rollTimeSum:iii1317167 awardDistance:36213
rollTimeSum:iii1324870 awardDistance:6997
rollTimeSum:iii1329491 awardDistance:4206
rollTimeSum:iii1331564 awardDistance:1879
rollTimeSum:iii1346812 awardDistance:13927
rollTimeSum:iii1392923 awardDistance:42022
rollTimeSum:iii1539200 awardDistance:133196
rollTimeSum:iii1607178 awardDistance:61866
rollTimeSum:iii1612838 awardDistance:5118
rollTimeSum:iii1722220 awardDistance:99597
rollTimeSum:iii1732002 awardDistance:8930
rollTimeSum:iii1741742 awardDistance:8894
rollTimeSum:iii1766619 awardDistance:22636
rollTimeSum:iii1790082 awardDistance:21389
rollTimeSum:iii1859853 awardDistance:63560
rollTimeSum:iii1886745 awardDistance:24511
rollTimeSum:iii1894499 awardDistance:7075
rollTimeSum:iii1912187 awardDistance:16176
rollTimeSum:iii1922739 awardDistance:9621
rollTimeSum:iii1985434 awardDistance:57041
rollTimeSum:iii2020661 awardDistance:32030
rollTimeSum:iii2028514 awardDistance:7136
rollTimeSum:iii2046692 awardDistance:16581
rollTimeSum:iii2060960 awardDistance:12968
rollTimeSum:iii2130213 awardDistance:63079
rollTimeSum:iii2164250 awardDistance:31079
rollTimeSum:iii2244523 awardDistance:73187
rollTimeSum:iii2285585 awardDistance:37357
rollTimeSum:iii2296308 awardDistance:9780
rollTimeSum:iii2376039 awardDistance:72552
rollTimeSum:iii2444116 awardDistance:62035
rollTimeSum:iii2497082 awardDistance:48280
rollTimeSum:iii2772508 awardDistance:250556
rollTimeSum:iii2795736 awardDistance:21177
rollTimeSum:iii2813033 awardDistance:15765
rollTimeSum:iii2865620 awardDistance:47938
rollTimeSum:iii2967606 awardDistance:92767
rollTimeSum:iii2974905 awardDistance:6653
rollTimeSum:iii2977512 awardDistance:2370
rollTimeSum:iii3100295 awardDistance:111853
rollTimeSum:iii3143341 awardDistance:39145
rollTimeSum:iii3272098 awardDistance:117303
rollTimeSum:iii3287441 awardDistance:13972
rollTimeSum:iii3314505 awardDistance:24671
rollTimeSum:iii3329630 awardDistance:13788
rollTimeSum:iii3370963 awardDistance:37635
rollTimeSum:iii3418635 awardDistance:43339
rollTimeSum:iii3522361 awardDistance:94460
rollTimeSum:iii3539656 awardDistance:15746
rollTimeSum:iii3603941 awardDistance:58612
rollTimeSum:iii3650783 awardDistance:42542
rollTimeSum:iii3737508 awardDistance:79147
rollTimeSum:iii3755520 awardDistance:16426
rollTimeSum:iii3839982 awardDistance:76962
rollTimeSum:iii3945302 awardDistance:95956
rollTimeSum:iii4101343 awardDistance:141891
rollTimeSum:iii4135960 awardDistance:31432
rollTimeSum:iii4173125 awardDistance:33894
