rollTimeSum:26172 awardDistance:["23903"]
rollTimeSum:vi5638926 awardDistance:["272619"]
rollTimeSum:vi5787713 awardDistance:["135524"]
rollTimeSum:vi6057748 awardDistance:["245589"]
rollTimeSum:vi6285923 awardDistance:["208018"]
rollTimeSum:vi6626641 awardDistance:["310466"]
rollTimeSum:vi6776425 awardDistance:["136259"]
rollTimeSum:vii338406 awardDistance:["3243215"]
rollTimeSum:vii1089830 awardDistance:["684404"]
rollTimeSum:vii2892643 awardDistance:["1641554"]
rollTimeSum:vii3404517 awardDistance:["466120"]
rollTimeSum:vii3769033 awardDistance:["331728"]
rollTimeSum:vii4369675 awardDistance:["547023"]
rollTimeSum:vii5219903 awardDistance:["774267"]
rollTimeSum:vii5942813 awardDistance:["658098"]
rollTimeSum:vii6189353 awardDistance:["224341"]
rollTimeSum:vii7213588 awardDistance:["932798"]
rollTimeSum:vii7533365 awardDistance:["291330"]
rollTimeSum:vii7960749 awardDistance:["388837"]
rollTimeSum:vii8578573 awardDistance:["562583"]
rollTimeSum:vii8916971 awardDistance:["308286"]
rollTimeSum:vii9779811 awardDistance:["785866"]
rollTimeSum:viii449788 awardDistance:["609928"]
rollTimeSum:viii1677206 awardDistance:["1118054"]
rollTimeSum:viii2364653 awardDistance:["625726"]
rollTimeSum:viii3778478 awardDistance:["1287968"]
rollTimeSum:viii3886502 awardDistance:["98460"]
rollTimeSum:viii4395681 awardDistance:["463815"]
rollTimeSum:viii4410784 awardDistance:["13732"]
rollTimeSum:viii4446424 awardDistance:["32436"]
rollTimeSum:viii4867719 awardDistance:["383940"]
rollTimeSum:viii5324361 awardDistance:["415723"]
rollTimeSum:viii5424018 awardDistance:["90900"]
rollTimeSum:viii5871720 awardDistance:["407632"]
rollTimeSum:viii9290535 awardDistance:["3112893"]
rollTimeSum:viiii527093 awardDistance:["1125721"]
rollTimeSum:viiii3019019 awardDistance:["2269357"]
rollTimeSum:viiii3249834 awardDistance:["210429"]
rollTimeSum:viiii3709106 awardDistance:["418096"]
rollTimeSum:viiii3760716 awardDistance:["46948"]
rollTimeSum:viiii3802429 awardDistance:["37978"]
rollTimeSum:viiii3927644 awardDistance:["113912"]
rollTimeSum:viiii4498992 awardDistance:["520159"]
rollTimeSum:viiii4909163 awardDistance:["374040"]
rollTimeSum:viiii4912991 awardDistance:["3489"]
rollTimeSum:viiii6009779 awardDistance:["998747"]
rollTimeSum:viiii7453114 awardDistance:["1314493"]
rollTimeSum:viiii8352615 awardDistance:["819536"]
rollTimeSum:viiii9578290 awardDistance:["1115879"]
rollTimeSum:viiiii628639 awardDistance:["956398"]
rollTimeSum:viiiii1168084 awardDistance:["491178"]
rollTimeSum:viiiii1665085 awardDistance:["452654"]
rollTimeSum:viiiii3097314 awardDistance:["1304117"]
rollTimeSum:viiiii4199358 awardDistance:["1003171"]
rollTimeSum:viiiii4334805 awardDistance:["123106"]
rollTimeSum:viiiii5159251 awardDistance:["750765"]
rollTimeSum:viiiii5866835 awardDistance:["644277"]
rollTimeSum:viiiii6577702 awardDistance:["647149"]
rollTimeSum:viiiii7311792 awardDistance:["668567"]
rollTimeSum:viiiii7505476 awardDistance:["176398"]
rollTimeSum:viiiii8260453 awardDistance:["687459"]
rollTimeSum:viiiii9120228 awardDistance:["782959"]
rollTimeSum:viiiiii320288 awardDistance:["1092809"]
rollTimeSum:viiiiii860999 awardDistance:["492457"]
rollTimeSum:viiiiii1339240 awardDistance:["435697"]
rollTimeSum:viiiiii1526353 awardDistance:["170017"]
rollTimeSum:viiiiii3746059 awardDistance:["2021391"]
rollTimeSum:viiiiii4451394 awardDistance:["642364"]
rollTimeSum:viiiiii4772636 awardDistance:["292458"]
rollTimeSum:viiiiii6031090 awardDistance:["1145961"]
rollTimeSum:viiiiii7130862 awardDistance:["1001567"]
rollTimeSum:viiiiii7523947 awardDistance:["358259"]
rollTimeSum:viiiiii7824878 awardDistance:["274085"]
rollTimeSum:viiiiii8583860 awardDistance:["690792"]
rollTimeSum:viiiiii9076166 awardDistance:["448154"]
rollTimeSum:viiiiii9782440 awardDistance:["643120"]
rollTimeSum:viiiiiii1766126 awardDistance:["1806252"]
rollTimeSum:viiiiiii1911869 awardDistance:["132848"]
rollTimeSum:viiiiiii2887669 awardDistance:["888918"]
rollTimeSum:viiiiiii6458506 awardDistance:["3251451"]
rollTimeSum:viiiiiii6952054 awardDistance:["449302"]
rollTimeSum:viiiiiii8355605 awardDistance:["1278679"]
rollTimeSum:viiiiiii9514366 awardDistance:["1054956"]
rollTimeSum:viiiiiii9788423 awardDistance:["249518"]
rollTimeSum:viiiiiiii1990657 awardDistance:["2004554"]
rollTimeSum:viiiiiiii2489642 awardDistance:["454236"]
rollTimeSum:viiiiiiii2774176 awardDistance:["259022"]
rollTimeSum:viiiiiiii4680092 awardDistance:["1735381"]
rollTimeSum:viiiiiiii4847955 awardDistance:["152775"]
rollTimeSum:viiiiiiii4896185 awardDistance:["43924"]
rollTimeSum:viiiiiiii5051136 awardDistance:["141079"]
rollTimeSum:viiiiiiii6013705 awardDistance:["876482"]
rollTimeSum:viiiiiiii6077080 awardDistance:["57866"]
rollTimeSum:viiiiiiii6294700 awardDistance:["198241"]
rollTimeSum:viiiiiiii6544089 awardDistance:["227016"]
rollTimeSum:viiiiiiii7270230 awardDistance:["660717"]
rollTimeSum:viiiiiiii7973819 awardDistance:["640994"]
rollTimeSum:viiiiiiiii1524491 awardDistance:["3232822"]
rollTimeSum:viiiiiiiii1803733 awardDistance:["254309"]
rollTimeSum:viiiiiiiii2945918 awardDistance:["1039811"]
rollTimeSum:viiiiiiiii3497744 awardDistance:["502383"]
rollTimeSum:viiiiiiiii3524400 awardDistance:["24269"]
rollTimeSum:viiiiiiiii5387070 awardDistance:["1696128"]
rollTimeSum:viiiiiiiii6342722 awardDistance:["870298"]
rollTimeSum:viiiiiiiii6572784 awardDistance:["209211"]
rollTimeSum:viiiiiiiii6731424 awardDistance:["144597"]
rollTimeSum:viiiiiiiii9862561 awardDistance:["2850718"]
rollTimeSum:vv394269 awardDistance:["484436"]
rollTimeSum:vv564414 awardDistance:["154893"]
rollTimeSum:vv1598584 awardDistance:["941565"]
rollTimeSum:vv1957443 awardDistance:["326884"]
rollTimeSum:vv2600217 awardDistance:["585044"]
rollTimeSum:vv3908886 awardDistance:["1191285"]
rollTimeSum:vv4577742 awardDistance:["609503"]
rollTimeSum:vv6065735 awardDistance:["1354950"]
rollTimeSum:vv6071671 awardDistance:["5400"]
rollTimeSum:vv7194547 awardDistance:["1022250"]
rollTimeSum:vv7370093 awardDistance:["159906"]
rollTimeSum:vv7506653 awardDistance:["124298"]
rollTimeSum:vv7805806 awardDistance:["272619"]
rollTimeSum:vv7954593 awardDistance:["135524"]
rollTimeSum:vv8224628 awardDistance:["245589"]
rollTimeSum:vv8452803 awardDistance:["208018"]
rollTimeSum:vv8793521 awardDistance:["310466"]
rollTimeSum:vv8943305 awardDistance:["136259"]
rollTimeSum:vvi2505286 awardDistance:["3243215"]
rollTimeSum:vvi3256710 awardDistance:["684404"]
rollTimeSum:vvi5059523 awardDistance:["1641554"]
rollTimeSum:vvi5571397 awardDistance:["466120"]
rollTimeSum:vvi5935913 awardDistance:["331728"]
rollTimeSum:vvi6536555 awardDistance:["547023"]
rollTimeSum:vvi7386783 awardDistance:["774267"]
rollTimeSum:vvi8109693 awardDistance:["658098"]
rollTimeSum:vvi8356233 awardDistance:["224341"]
rollTimeSum:vvi9380468 awardDistance:["932798"]
rollTimeSum:vvi9700245 awardDistance:["291330"]
rollTimeSum:vvii127629 awardDistance:["388837"]
rollTimeSum:vvii745453 awardDistance:["562583"]
rollTimeSum:vvii1083851 awardDistance:["308286"]
rollTimeSum:vvii1946691 awardDistance:["785866"]
rollTimeSum:vvii2616668 awardDistance:["609928"]
rollTimeSum:vvii3844086 awardDistance:["1118054"]
rollTimeSum:vvii4531533 awardDistance:["625726"]
rollTimeSum:vvii5945358 awardDistance:["1287968"]
rollTimeSum:vvii6053382 awardDistance:["98460"]
rollTimeSum:vvii6562561 awardDistance:["463815"]
rollTimeSum:vvii6577664 awardDistance:["13732"]
rollTimeSum:vvii6613304 awardDistance:["32436"]
rollTimeSum:vvii7034599 awardDistance:["383940"]
rollTimeSum:vvii7491241 awardDistance:["415723"]
rollTimeSum:vvii7590898 awardDistance:["90900"]
rollTimeSum:vvii8038600 awardDistance:["407632"]
rollTimeSum:vviii1457415 awardDistance:["3112893"]
rollTimeSum:vviii2693973 awardDistance:["1125721"]
rollTimeSum:vviii5185899 awardDistance:["2269357"]
rollTimeSum:vviii5416714 awardDistance:["210429"]
rollTimeSum:vviii5875986 awardDistance:["418096"]
rollTimeSum:vviii5927596 awardDistance:["46948"]
rollTimeSum:vviii5969309 awardDistance:["37978"]
rollTimeSum:vviii6094524 awardDistance:["113912"]
rollTimeSum:vviii6665872 awardDistance:["520159"]
rollTimeSum:vviii7076043 awardDistance:["374040"]
rollTimeSum:vviii7079871 awardDistance:["3489"]
rollTimeSum:vviii8176659 awardDistance:["998747"]
rollTimeSum:vviii9619994 awardDistance:["1314493"]
rollTimeSum:vviiii519495 awardDistance:["819536"]
rollTimeSum:vviiii1745170 awardDistance:["1115879"]
rollTimeSum:vviiii2795519 awardDistance:["956398"]
rollTimeSum:vviiii3334964 awardDistance:["491178"]
rollTimeSum:vviiii3831965 awardDistance:["452654"]
rollTimeSum:vviiii5264194 awardDistance:["1304117"]
rollTimeSum:vviiii6366238 awardDistance:["1003171"]
rollTimeSum:vviiii6501685 awardDistance:["123106"]
rollTimeSum:vviiii7326131 awardDistance:["750765"]
rollTimeSum:vviiii8033715 awardDistance:["644277"]
rollTimeSum:vviiii8744582 awardDistance:["647149"]
rollTimeSum:vviiii9478672 awardDistance:["668567"]
rollTimeSum:vviiii9672356 awardDistance:["176398"]
rollTimeSum:vviiiii427333 awardDistance:["687459"]
rollTimeSum:vviiiii1287108 awardDistance:["782959"]
rollTimeSum:vviiiii2487168 awardDistance:["1092809"]
rollTimeSum:vviiiii3027879 awardDistance:["492457"]
rollTimeSum:vviiiii3506120 awardDistance:["435697"]
rollTimeSum:vviiiii3693233 awardDistance:["170017"]
rollTimeSum:vviiiii5912939 awardDistance:["2021391"]
rollTimeSum:vviiiii6618274 awardDistance:["642364"]
rollTimeSum:vviiiii6939516 awardDistance:["292458"]
rollTimeSum:vviiiii8197970 awardDistance:["1145961"]
rollTimeSum:vviiiii9297742 awardDistance:["1001567"]
rollTimeSum:vviiiii9690827 awardDistance:["358259"]
rollTimeSum:vviiiii9991758 awardDistance:["274085"]
rollTimeSum:vviiiiii750740 awardDistance:["690792"]
rollTimeSum:vviiiiii1243046 awardDistance:["448154"]
rollTimeSum:vviiiiii1949320 awardDistance:["643120"]
rollTimeSum:vviiiiii3933006 awardDistance:["1806252"]
rollTimeSum:vviiiiii4078749 awardDistance:["132848"]
rollTimeSum:vviiiiii5054549 awardDistance:["888918"]
rollTimeSum:vviiiiii8625386 awardDistance:["3251451"]
rollTimeSum:vviiiiii9118934 awardDistance:["449302"]
rollTimeSum:vviiiiiii522485 awardDistance:["1278679"]
rollTimeSum:vviiiiiii1681246 awardDistance:["1054956"]
rollTimeSum:vviiiiiii1955303 awardDistance:["249518"]
rollTimeSum:vviiiiiii4157537 awardDistance:["2004554"]
rollTimeSum:vviiiiiii4656522 awardDistance:["454236"]
rollTimeSum:vviiiiiii4941056 awardDistance:["259022"]
rollTimeSum:vviiiiiii6846972 awardDistance:["1735381"]
rollTimeSum:vviiiiiii7014835 awardDistance:["152775"]
rollTimeSum:vviiiiiii7063065 awardDistance:["43924"]
rollTimeSum:vviiiiiii7218016 awardDistance:["141079"]
rollTimeSum:vviiiiiii8180585 awardDistance:["876482"]
rollTimeSum:vviiiiiii8243960 awardDistance:["57866"]
rollTimeSum:vviiiiiii8461580 awardDistance:["198241"]
rollTimeSum:vviiiiiii8710969 awardDistance:["227016"]
rollTimeSum:vviiiiiii9437110 awardDistance:["660717"]
rollTimeSum:vviiiiiiii140699 awardDistance:["640994"]
rollTimeSum:vviiiiiiii3691371 awardDistance:["3232822"]
rollTimeSum:vviiiiiiii3970613 awardDistance:["254309"]
rollTimeSum:vviiiiiiii5112798 awardDistance:["1039811"]
rollTimeSum:vviiiiiiii5664624 awardDistance:["502383"]
rollTimeSum:vviiiiiiii5691280 awardDistance:["24269"]
rollTimeSum:vviiiiiiii7553950 awardDistance:["1696128"]
rollTimeSum:vviiiiiiii8509602 awardDistance:["870298"]
rollTimeSum:vviiiiiiii8739664 awardDistance:["209211"]
rollTimeSum:vviiiiiiii8898304 awardDistance:["144597"]
rollTimeSum:vviiiiiiiii2029441 awardDistance:["2850718"]
rollTimeSum:vviiiiiiiii2561149 awardDistance:["484436"]
rollTimeSum:vviiiiiiiii2731294 awardDistance:["154893"]
rollTimeSum:vviiiiiiiii3765464 awardDistance:["941565"]
rollTimeSum:vviiiiiiiii4124323 awardDistance:["326884"]
rollTimeSum:vviiiiiiiii4767097 awardDistance:["585044"]
rollTimeSum:vviiiiiiiii6075766 awardDistance:["1191285"]
rollTimeSum:vviiiiiiiii6744622 awardDistance:["609503"]
rollTimeSum:vviiiiiiiii8232615 awardDistance:["1354950"]
rollTimeSum:vviiiiiiiii8238551 awardDistance:["5400"]
rollTimeSum:vviiiiiiiii9361427 awardDistance:["1022250"]
rollTimeSum:vviiiiiiiii9536973 awardDistance:["159906"]
rollTimeSum:vviiiiiiiii9673533 awardDistance:["124298"]
rollTimeSum:vviiiiiiiii9972686 awardDistance:["272619"]
rollTimeSum:vvv121473 awardDistance:["135524"]
rollTimeSum:vvv391508 awardDistance:["245589"]
rollTimeSum:vvv619683 awardDistance:["208018"]
rollTimeSum:vvv960401 awardDistance:["310466"]
rollTimeSum:vvv1110185 awardDistance:["136259"]
rollTimeSum:vvv4672166 awardDistance:["3243215"]
rollTimeSum:vvv5423590 awardDistance:["684404"]
rollTimeSum:vvv7226403 awardDistance:["1641554"]
rollTimeSum:vvv7738277 awardDistance:["466120"]
rollTimeSum:vvv8102793 awardDistance:["331728"]
rollTimeSum:vvv8703435 awardDistance:["547023"]
rollTimeSum:vvv9553663 awardDistance:["774267"]
rollTimeSum:vvvi276573 awardDistance:["658098"]
rollTimeSum:vvvi523113 awardDistance:["224341"]
rollTimeSum:vvvi1547348 awardDistance:["932798"]
rollTimeSum:vvvi1867125 awardDistance:["291330"]
rollTimeSum:vvvi2294509 awardDistance:["388837"]
rollTimeSum:vvvi2912333 awardDistance:["562583"]
rollTimeSum:vvvi3250731 awardDistance:["308286"]
rollTimeSum:vvvi4113571 awardDistance:["785866"]
rollTimeSum:vvvi4783548 awardDistance:["609928"]
rollTimeSum:vvvi6010966 awardDistance:["1118054"]
rollTimeSum:vvvi6698413 awardDistance:["625726"]
rollTimeSum:vvvi8112238 awardDistance:["1287968"]
rollTimeSum:vvvi8220262 awardDistance:["98460"]
rollTimeSum:vvvi8729441 awardDistance:["463815"]
rollTimeSum:vvvi8744544 awardDistance:["13732"]
rollTimeSum:vvvi8780184 awardDistance:["32436"]
rollTimeSum:vvvi9201479 awardDistance:["383940"]
rollTimeSum:vvvi9658121 awardDistance:["415723"]
rollTimeSum:vvvi9757778 awardDistance:["90900"]
rollTimeSum:vvvii205480 awardDistance:["407632"]
rollTimeSum:vvvii3624295 awardDistance:["3112893"]
rollTimeSum:vvvii4860853 awardDistance:["1125721"]
rollTimeSum:vvvii7352779 awardDistance:["2269357"]
rollTimeSum:vvvii7583594 awardDistance:["210429"]
rollTimeSum:vvvii8042866 awardDistance:["418096"]
rollTimeSum:vvvii8094476 awardDistance:["46948"]
rollTimeSum:vvvii8136189 awardDistance:["37978"]
rollTimeSum:vvvii8261404 awardDistance:["113912"]
rollTimeSum:vvvii8832752 awardDistance:["520159"]
rollTimeSum:vvvii9242923 awardDistance:["374040"]
rollTimeSum:vvvii9246751 awardDistance:["3489"]
rollTimeSum:vvviii343539 awardDistance:["998747"]
rollTimeSum:vvviii1786874 awardDistance:["1314493"]
rollTimeSum:vvviii2686375 awardDistance:["819536"]
rollTimeSum:vvviii3912050 awardDistance:["1115879"]
rollTimeSum:vvviii4962399 awardDistance:["956398"]
rollTimeSum:vvviii5501844 awardDistance:["491178"]
rollTimeSum:vvviii5998845 awardDistance:["452654"]
rollTimeSum:vvviii7431074 awardDistance:["1304117"]
rollTimeSum:vvviii8533118 awardDistance:["1003171"]
rollTimeSum:vvviii8668565 awardDistance:["123106"]
rollTimeSum:vvviii9493011 awardDistance:["750765"]
rollTimeSum:vvviiii200595 awardDistance:["644277"]
rollTimeSum:vvviiii911462 awardDistance:["647149"]
rollTimeSum:vvviiii1645552 awardDistance:["668567"]
rollTimeSum:vvviiii1839236 awardDistance:["176398"]
rollTimeSum:vvviiii2594213 awardDistance:["687459"]
rollTimeSum:vvviiii3453988 awardDistance:["782959"]
rollTimeSum:vvviiii4654048 awardDistance:["1092809"]
rollTimeSum:vvviiii5194759 awardDistance:["492457"]
rollTimeSum:vvviiii5673000 awardDistance:["435697"]
rollTimeSum:vvviiii5860113 awardDistance:["170017"]
rollTimeSum:vvviiii8079819 awardDistance:["2021391"]
rollTimeSum:vvviiii8785154 awardDistance:["642364"]
rollTimeSum:vvviiii9106396 awardDistance:["292458"]
rollTimeSum:vvviiiii364850 awardDistance:["1145961"]
rollTimeSum:vvviiiii1464622 awardDistance:["1001567"]
rollTimeSum:vvviiiii1857707 awardDistance:["358259"]
rollTimeSum:vvviiiii2158638 awardDistance:["274085"]
rollTimeSum:vvviiiii2917620 awardDistance:["690792"]
rollTimeSum:vvviiiii3409926 awardDistance:["448154"]
rollTimeSum:vvviiiii4116200 awardDistance:["643120"]
rollTimeSum:vvviiiii6099886 awardDistance:["1806252"]
rollTimeSum:vvviiiii6245629 awardDistance:["132848"]
rollTimeSum:vvviiiii7221429 awardDistance:["888918"]
rollTimeSum:vvviiiiii792266 awardDistance:["3251451"]
rollTimeSum:vvviiiiii1285814 awardDistance:["449302"]
rollTimeSum:vvviiiiii2689365 awardDistance:["1278679"]
rollTimeSum:vvviiiiii3848126 awardDistance:["1054956"]
rollTimeSum:vvviiiiii4122183 awardDistance:["249518"]
rollTimeSum:vvviiiiii6324417 awardDistance:["2004554"]
rollTimeSum:vvviiiiii6823402 awardDistance:["454236"]
rollTimeSum:vvviiiiii7107936 awardDistance:["259022"]
rollTimeSum:vvviiiiii9013852 awardDistance:["1735381"]
rollTimeSum:vvviiiiii9181715 awardDistance:["152775"]
rollTimeSum:vvviiiiii9229945 awardDistance:["43924"]
rollTimeSum:vvviiiiii9384896 awardDistance:["141079"]
rollTimeSum:vvviiiiiii347465 awardDistance:["876482"]
rollTimeSum:vvviiiiiii410840 awardDistance:["57866"]
rollTimeSum:vvviiiiiii628460 awardDistance:["198241"]
rollTimeSum:vvviiiiiii877849 awardDistance:["227016"]
rollTimeSum:vvviiiiiii1603990 awardDistance:["660717"]
rollTimeSum:vvviiiiiii2307579 awardDistance:["640994"]
rollTimeSum:vvviiiiiii5858251 awardDistance:["3232822"]
rollTimeSum:vvviiiiiii6137493 awardDistance:["254309"]
rollTimeSum:vvviiiiiii7279678 awardDistance:["1039811"]
rollTimeSum:vvviiiiiii7831504 awardDistance:["502383"]
rollTimeSum:vvviiiiiii7858160 awardDistance:["24269"]
rollTimeSum:vvviiiiiii9720830 awardDistance:["1696128"]
rollTimeSum:vvviiiiiiii676482 awardDistance:["870298"]
rollTimeSum:vvviiiiiiii906544 awardDistance:["209211"]
rollTimeSum:vvviiiiiiii1065184 awardDistance:["144597"]
