rollTimeSum:72817 awardDistance:66358
rollTimeSum:vii7263843 awardDistance:301707
rollTimeSum:vii7486067 awardDistance:202471
rollTimeSum:vii8157289 awardDistance:611254
rollTimeSum:vii8910055 awardDistance:685814
rollTimeSum:vii9064724 awardDistance:140772
rollTimeSum:vii9494413 awardDistance:391532
rollTimeSum:viii892263 awardDistance:1272599
rollTimeSum:viii2871124 awardDistance:1802180
rollTimeSum:viii5242652 awardDistance:2158916
rollTimeSum:viii6370825 awardDistance:1027414
rollTimeSum:viii7565986 awardDistance:1088220
rollTimeSum:viiii4869970 awardDistance:6650850
rollTimeSum:viiii4899931 awardDistance:27321
rollTimeSum:viiii6249005 awardDistance:1228549
rollTimeSum:viiii6345023 awardDistance:87453
rollTimeSum:viiii7394577 awardDistance:955770
rollTimeSum:viiii7416916 awardDistance:20367
rollTimeSum:viiii8609255 awardDistance:1085793
rollTimeSum:viiii8823081 awardDistance:194637
rollTimeSum:viiii9036101 awardDistance:193990
rollTimeSum:viiii9309883 awardDistance:249223
rollTimeSum:viiii9688348 awardDistance:345161
rollTimeSum:viiiii1486130 awardDistance:1637510
rollTimeSum:viiiii1608751 awardDistance:111847
rollTimeSum:viiiii3846086 awardDistance:2037374
rollTimeSum:viiiii3861362 awardDistance:13872
rollTimeSum:viiiii4564509 awardDistance:640098
rollTimeSum:viiiii4576276 awardDistance:10675
rollTimeSum:viiiii5180907 awardDistance:550627
rollTimeSum:viiiii6108601 awardDistance:844539
rollTimeSum:viiiii6519270 awardDistance:373779
rollTimeSum:viiiii6733393 awardDistance:194912
rollTimeSum:viiiii7263250 awardDistance:482535
rollTimeSum:viiiii7890187 awardDistance:571135
rollTimeSum:viiiii8275693 awardDistance:350823
rollTimeSum:viiiii9404931 awardDistance:1028717
rollTimeSum:viiiiii384658 awardDistance:891758
rollTimeSum:viiiiii2027837 awardDistance:1496821
rollTimeSum:viiiiii3911028 awardDistance:1714929
rollTimeSum:viiiiii4351777 awardDistance:401680
rollTimeSum:viiiiii5625452 awardDistance:1159749
rollTimeSum:viiiiii5747233 awardDistance:110879
rollTimeSum:viiiiii6908532 awardDistance:1057486
rollTimeSum:viiiiii6961917 awardDistance:48609
rollTimeSum:viiiiii7426656 awardDistance:423132
rollTimeSum:viiiiii7511274 awardDistance:77053
rollTimeSum:viiiiii9306354 awardDistance:1634593
rollTimeSum:viiiiii9492412 awardDistance:169340
rollTimeSum:viiiiiii1913660 awardDistance:2204153
rollTimeSum:viiiiiii3374076 awardDistance:1329739
rollTimeSum:viiiiiii6570489 awardDistance:2911015
rollTimeSum:viiiiiii6943871 awardDistance:340071
rollTimeSum:viiiiiii7620393 awardDistance:615870
rollTimeSum:viiiiiii8234111 awardDistance:558926
rollTimeSum:viiiiiii8628751 awardDistance:359330
rollTimeSum:viiiiiii9796600 awardDistance:1063495
rollTimeSum:viiiiiiii3255580 awardDistance:3149697
rollTimeSum:viiiiiiii3259318 awardDistance:3380
rollTimeSum:viiiiiiii4025813 awardDistance:698525
rollTimeSum:viiiiiiii6551064 awardDistance:2298868
rollTimeSum:viiiiiiii8036151 awardDistance:1352422
rollTimeSum:viiiiiiii8210710 awardDistance:159006
rollTimeSum:viiiiiiii9383255 awardDistance:1067905
rollTimeSum:viiiiiiiii746097 awardDistance:1240770
rollTimeSum:viiiiiiiii746749 awardDistance:598
rollTimeSum:viiiiiiiii1589676 awardDistance:767854
rollTimeSum:viiiiiiiii1892215 awardDistance:275325
rollTimeSum:viiiiiiiii3247065 awardDistance:1233724
rollTimeSum:viiiiiiiii5406359 awardDistance:1966651
rollTimeSum:viiiiiiiii5565026 awardDistance:144506
rollTimeSum:viiiiiiiii6147674 awardDistance:530476
rollTimeSum:viiiiiiiii6933980 awardDistance:715729
rollTimeSum:viiiiiiiii7079451 awardDistance:132430
rollTimeSum:viiiiiiiii8137970 awardDistance:963493
rollTimeSum:viiiiiiiii8540562 awardDistance:366465
rollTimeSum:viiiiiiiii8882554 awardDistance:311413
rollTimeSum:viiiiiiiii9974531 awardDistance:994142
rollTimeSum:vv3638410 awardDistance:3335927
rollTimeSum:vv4258952 awardDistance:565168
rollTimeSum:vv5883078 awardDistance:1478929
rollTimeSum:vv8744177 awardDistance:2604871
rollTimeSum:vv9133009 awardDistance:353952
rollTimeSum:vv9330077 awardDistance:179486
rollTimeSum:vvi367339 awardDistance:944223
rollTimeSum:vvi766182 awardDistance:363388
rollTimeSum:vvi1000109 awardDistance:212818
rollTimeSum:vvi4498954 awardDistance:3185950
rollTimeSum:vvi5330006 awardDistance:756214
rollTimeSum:vvi7557224 awardDistance:2028321
rollTimeSum:vvi9034676 awardDistance:1345059
rollTimeSum:vvi9099146 awardDistance:58667
rollTimeSum:vvi9430723 awardDistance:301707
rollTimeSum:vvi9652947 awardDistance:202471
rollTimeSum:vvii324169 awardDistance:611254
rollTimeSum:vvii1076935 awardDistance:685814
rollTimeSum:vvii1231604 awardDistance:140772
rollTimeSum:vvii1661293 awardDistance:391532
rollTimeSum:vvii3059143 awardDistance:1272599
rollTimeSum:vvii5038004 awardDistance:1802180
rollTimeSum:vvii7409532 awardDistance:2158916
rollTimeSum:vvii8537705 awardDistance:1027414
rollTimeSum:vvii9732866 awardDistance:1088220
rollTimeSum:vviii7036850 awardDistance:6650850
rollTimeSum:vviii7066811 awardDistance:27321
rollTimeSum:vviii8415885 awardDistance:1228549
rollTimeSum:vviii8511903 awardDistance:87453
rollTimeSum:vviii9561457 awardDistance:955770
rollTimeSum:vviii9583796 awardDistance:20367
rollTimeSum:vviiii776135 awardDistance:1085793
rollTimeSum:vviiii989961 awardDistance:194637
rollTimeSum:vviiii1202981 awardDistance:193990
rollTimeSum:vviiii1476763 awardDistance:249223
rollTimeSum:vviiii1855228 awardDistance:345161
rollTimeSum:vviiii3653010 awardDistance:1637510
rollTimeSum:vviiii3775631 awardDistance:111847
rollTimeSum:vviiii6012966 awardDistance:2037374
rollTimeSum:vviiii6028242 awardDistance:13872
rollTimeSum:vviiii6731389 awardDistance:640098
rollTimeSum:vviiii6743156 awardDistance:10675
rollTimeSum:vviiii7347787 awardDistance:550627
rollTimeSum:vviiii8275481 awardDistance:844539
rollTimeSum:vviiii8686150 awardDistance:373779
rollTimeSum:vviiii8900273 awardDistance:194912
rollTimeSum:vviiii9430130 awardDistance:482535
rollTimeSum:vviiiii57067 awardDistance:571135
rollTimeSum:vviiiii442573 awardDistance:350823
rollTimeSum:vviiiii1571811 awardDistance:1028717
rollTimeSum:vviiiii2551538 awardDistance:891758
rollTimeSum:vviiiii4194717 awardDistance:1496821
rollTimeSum:vviiiii6077908 awardDistance:1714929
rollTimeSum:vviiiii6518657 awardDistance:401680
rollTimeSum:vviiiii7792332 awardDistance:1159749
rollTimeSum:vviiiii7914113 awardDistance:110879
rollTimeSum:vviiiii9075412 awardDistance:1057486
rollTimeSum:vviiiii9128797 awardDistance:48609
rollTimeSum:vviiiii9593536 awardDistance:423132
rollTimeSum:vviiiii9678154 awardDistance:77053
rollTimeSum:vviiiiii1473234 awardDistance:1634593
rollTimeSum:vviiiiii1659292 awardDistance:169340
rollTimeSum:vviiiiii4080540 awardDistance:2204153
rollTimeSum:vviiiiii5540956 awardDistance:1329739
rollTimeSum:vviiiiii8737369 awardDistance:2911015
rollTimeSum:vviiiiii9110751 awardDistance:340071
rollTimeSum:vviiiiii9787273 awardDistance:615870
rollTimeSum:vviiiiiii400991 awardDistance:558926
rollTimeSum:vviiiiiii795631 awardDistance:359330
rollTimeSum:vviiiiiii1963480 awardDistance:1063495
rollTimeSum:vviiiiiii5422460 awardDistance:3149697
rollTimeSum:vviiiiiii5426198 awardDistance:3380
rollTimeSum:vviiiiiii6192693 awardDistance:698525
rollTimeSum:vviiiiiii8717944 awardDistance:2298868
rollTimeSum:vviiiiiiii203031 awardDistance:1352422
rollTimeSum:vviiiiiiii377590 awardDistance:159006
rollTimeSum:vviiiiiiii1550135 awardDistance:1067905
rollTimeSum:vviiiiiiii2912977 awardDistance:1240770
rollTimeSum:vviiiiiiii2913629 awardDistance:598
rollTimeSum:vviiiiiiii3756556 awardDistance:767854
rollTimeSum:vviiiiiiii4059095 awardDistance:275325
rollTimeSum:vviiiiiiii5413945 awardDistance:1233724
rollTimeSum:vviiiiiiii7573239 awardDistance:1966651
rollTimeSum:vviiiiiiii7731906 awardDistance:144506
rollTimeSum:vviiiiiiii8314554 awardDistance:530476
rollTimeSum:vviiiiiiii9100860 awardDistance:715729
rollTimeSum:vviiiiiiii9246331 awardDistance:132430
rollTimeSum:vviiiiiiiii304850 awardDistance:963493
rollTimeSum:vviiiiiiiii707442 awardDistance:366465
rollTimeSum:vviiiiiiiii1049434 awardDistance:311413
rollTimeSum:vviiiiiiiii2141411 awardDistance:994142
rollTimeSum:vviiiiiiiii5805290 awardDistance:3335927
rollTimeSum:vviiiiiiiii6425832 awardDistance:565168
rollTimeSum:vviiiiiiiii8049958 awardDistance:1478929
rollTimeSum:vvv911057 awardDistance:2604871
rollTimeSum:vvv1299889 awardDistance:353952
rollTimeSum:vvv1496957 awardDistance:179486
rollTimeSum:vvv2534219 awardDistance:944223
rollTimeSum:vvv2933062 awardDistance:363388
rollTimeSum:vvv3166989 awardDistance:212818
rollTimeSum:vvv6665834 awardDistance:3185950
rollTimeSum:vvv7496886 awardDistance:756214
rollTimeSum:vvv9724104 awardDistance:2028321
rollTimeSum:vvvi1201556 awardDistance:1345059
rollTimeSum:vvvi1266026 awardDistance:58667
rollTimeSum:vvvi1597603 awardDistance:301707
rollTimeSum:vvvi1819827 awardDistance:202471
rollTimeSum:vvvi2491049 awardDistance:611254
rollTimeSum:vvvi3243815 awardDistance:685814
rollTimeSum:vvvi3398484 awardDistance:140772
rollTimeSum:vvvi3828173 awardDistance:391532
rollTimeSum:vvvi5226023 awardDistance:1272599
