rollTimeSum:6425 awardDistance:["5872"]
rollTimeSum:5848906 awardDistance:["8559"]
rollTimeSum:6004379 awardDistance:["141516"]
rollTimeSum:6052729 awardDistance:["43994"]
rollTimeSum:6179028 awardDistance:["115225"]
rollTimeSum:6202326 awardDistance:["21235"]
rollTimeSum:6212016 awardDistance:["8848"]
rollTimeSum:6383995 awardDistance:["156504"]
rollTimeSum:6388941 awardDistance:["4505"]
rollTimeSum:6577869 awardDistance:["171886"]
rollTimeSum:6726566 awardDistance:["135641"]
rollTimeSum:6775518 awardDistance:["44666"]
rollTimeSum:6890857 awardDistance:["104833"]
rollTimeSum:7231781 awardDistance:["310312"]
rollTimeSum:7252885 awardDistance:["19234"]
rollTimeSum:7314465 awardDistance:["56052"]
rollTimeSum:7323914 awardDistance:["8650"]
rollTimeSum:7408523 awardDistance:["77095"]
rollTimeSum:7472752 awardDistance:["58458"]
rollTimeSum:7522136 awardDistance:["44917"]
rollTimeSum:7573400 awardDistance:["46613"]
rollTimeSum:7714275 awardDistance:["128156"]
rollTimeSum:7803055 awardDistance:["80902"]
rollTimeSum:7815054 awardDistance:["10901"]
rollTimeSum:7904050 awardDistance:["81167"]
rollTimeSum:7923670 awardDistance:["17822"]
rollTimeSum:8128369 awardDistance:["186381"]
rollTimeSum:8175061 awardDistance:["42565"]
rollTimeSum:8206935 awardDistance:["28957"]
rollTimeSum:8285581 awardDistance:["71587"]
rollTimeSum:8298872 awardDistance:["12061"]
rollTimeSum:8299103 awardDistance:["208"]
rollTimeSum:8341724 awardDistance:["38761"]
rollTimeSum:8349113 awardDistance:["6742"]
rollTimeSum:8359846 awardDistance:["9759"]
rollTimeSum:8411923 awardDistance:["47487"]
rollTimeSum:8415103 awardDistance:["2920"]
rollTimeSum:8416819 awardDistance:["1564"]
rollTimeSum:8477213 awardDistance:["54875"]
rollTimeSum:8491333 awardDistance:["12812"]
rollTimeSum:8510357 awardDistance:["17315"]
rollTimeSum:8524579 awardDistance:["12946"]
rollTimeSum:8526369 awardDistance:["1643"]
rollTimeSum:8555480 awardDistance:["26586"]
rollTimeSum:8891624 awardDistance:["306217"]
rollTimeSum:8895416 awardDistance:["3433"]
rollTimeSum:9015998 awardDistance:["109673"]
rollTimeSum:9078092 awardDistance:["56552"]
rollTimeSum:9199937 awardDistance:["110796"]
rollTimeSum:9260123 awardDistance:["54729"]
rollTimeSum:9292882 awardDistance:["29849"]
rollTimeSum:9333067 awardDistance:["36621"]
rollTimeSum:9339127 awardDistance:["5537"]
rollTimeSum:9377006 awardDistance:["34492"]
rollTimeSum:9450080 awardDistance:["66575"]
rollTimeSum:9595067 awardDistance:["131824"]
rollTimeSum:9685735 awardDistance:["82651"]
rollTimeSum:9687668 awardDistance:["1760"]
rollTimeSum:9775863 awardDistance:["80309"]
rollTimeSum:9853235 awardDistance:["70521"]
rollTimeSum:9886301 awardDistance:["30197"]
rollTimeSum:9956899 awardDistance:["64287"]
rollTimeSum:9974045 awardDistance:["15636"]
rollTimeSum:i44929 awardDistance:["64518"]
rollTimeSum:i235329 awardDistance:["173418"]
rollTimeSum:i419835 awardDistance:["167864"]
rollTimeSum:i543194 awardDistance:["112348"]
rollTimeSum:i803076 awardDistance:["236438"]
rollTimeSum:i970283 awardDistance:["152349"]
rollTimeSum:i1032207 awardDistance:["56536"]
rollTimeSum:i1126630 awardDistance:["86082"]
rollTimeSum:i1163020 awardDistance:["33093"]
rollTimeSum:i1255742 awardDistance:["84413"]
rollTimeSum:i1278839 awardDistance:["21075"]
rollTimeSum:i1282273 awardDistance:["3152"]
rollTimeSum:i1329215 awardDistance:["42855"]
rollTimeSum:i1367769 awardDistance:["35045"]
rollTimeSum:i1422705 awardDistance:["50068"]
rollTimeSum:i1432200 awardDistance:["8639"]
rollTimeSum:i1450424 awardDistance:["16600"]
rollTimeSum:i1581974 awardDistance:["119853"]
rollTimeSum:i1585898 awardDistance:["3577"]
rollTimeSum:i1703118 awardDistance:["106740"]
rollTimeSum:i1798397 awardDistance:["86722"]
rollTimeSum:i1915417 awardDistance:["106522"]
rollTimeSum:i2001302 awardDistance:["78120"]
rollTimeSum:i2018935 awardDistance:["16123"]
rollTimeSum:i2093379 awardDistance:["67784"]
rollTimeSum:i2093474 awardDistance:["87"]
rollTimeSum:i2094233 awardDistance:["698"]
rollTimeSum:i2120818 awardDistance:["24089"]
rollTimeSum:i2125726 awardDistance:["4457"]
rollTimeSum:i2203237 awardDistance:["70346"]
rollTimeSum:i2214295 awardDistance:["10060"]
rollTimeSum:i2217501 awardDistance:["2946"]
rollTimeSum:i2409500 awardDistance:["175033"]
rollTimeSum:i2493302 awardDistance:["76314"]
rollTimeSum:i2531932 awardDistance:["35174"]
rollTimeSum:i2565026 awardDistance:["30174"]
rollTimeSum:i2650257 awardDistance:["77460"]
rollTimeSum:i2659030 awardDistance:["8003"]
rollTimeSum:i2825815 awardDistance:["151840"]
rollTimeSum:i2832513 awardDistance:["6092"]
rollTimeSum:i2864964 awardDistance:["29509"]
rollTimeSum:i2951829 awardDistance:["79026"]
rollTimeSum:i2955684 awardDistance:["3507"]
rollTimeSum:i3041158 awardDistance:["77708"]
rollTimeSum:i3043340 awardDistance:["1998"]
rollTimeSum:i3074762 awardDistance:["28661"]
rollTimeSum:i3195445 awardDistance:["110022"]
rollTimeSum:i3278783 awardDistance:["75870"]
rollTimeSum:i3351356 awardDistance:["66082"]
rollTimeSum:i3378571 awardDistance:["24766"]
rollTimeSum:i3383648 awardDistance:["4638"]
rollTimeSum:i3396349 awardDistance:["11588"]
rollTimeSum:i3424960 awardDistance:["26087"]
rollTimeSum:i3426115 awardDistance:["1058"]
rollTimeSum:i3456707 awardDistance:["27860"]
rollTimeSum:i3660037 awardDistance:["185377"]
rollTimeSum:i3799485 awardDistance:["126883"]
rollTimeSum:i3962390 awardDistance:["148150"]
rollTimeSum:i4030634 awardDistance:["62076"]
rollTimeSum:i4053777 awardDistance:["21072"]
rollTimeSum:i4108782 awardDistance:["50167"]
rollTimeSum:i4156474 awardDistance:["43350"]
rollTimeSum:i4255293 awardDistance:["90046"]
rollTimeSum:i4256846 awardDistance:["1402"]
rollTimeSum:i4339950 awardDistance:["75618"]
rollTimeSum:i4361050 awardDistance:["19230"]
rollTimeSum:i4533413 awardDistance:["156810"]
rollTimeSum:i4662659 awardDistance:["117421"]
rollTimeSum:i4673969 awardDistance:["10252"]
rollTimeSum:i4731116 awardDistance:["52028"]
rollTimeSum:i4740877 awardDistance:["8851"]
rollTimeSum:i4763062 awardDistance:["20180"]
rollTimeSum:i4763570 awardDistance:["470"]
rollTimeSum:i4856585 awardDistance:["84741"]
rollTimeSum:i4897121 awardDistance:["36968"]
rollTimeSum:i4988904 awardDistance:["83678"]
rollTimeSum:i5015823 awardDistance:["24436"]
rollTimeSum:i5019252 awardDistance:["3118"]
rollTimeSum:i5063773 awardDistance:["40587"]
rollTimeSum:i5082695 awardDistance:["17244"]
rollTimeSum:i5086935 awardDistance:["3857"]
rollTimeSum:i5104529 awardDistance:["16087"]
rollTimeSum:i5239779 awardDistance:["123246"]
rollTimeSum:i5275821 awardDistance:["32858"]
rollTimeSum:i5286879 awardDistance:["10054"]
rollTimeSum:i5311018 awardDistance:["21895"]
rollTimeSum:i5361896 awardDistance:["46433"]
rollTimeSum:i5449246 awardDistance:["79355"]
rollTimeSum:i5548073 awardDistance:["90106"]
rollTimeSum:i5587158 awardDistance:["35553"]
rollTimeSum:i5735879 awardDistance:["135596"]
rollTimeSum:i5740661 awardDistance:["4337"]
rollTimeSum:i5791001 awardDistance:["45772"]
rollTimeSum:i5868074 awardDistance:["70154"]
rollTimeSum:i5919467 awardDistance:["46823"]
rollTimeSum:i5923325 awardDistance:["3512"]
rollTimeSum:i5950440 awardDistance:["24760"]
rollTimeSum:i5995687 awardDistance:["41280"]
rollTimeSum:i6042667 awardDistance:["42817"]
rollTimeSum:i6177904 awardDistance:["123037"]
rollTimeSum:i6285223 awardDistance:["97815"]
rollTimeSum:i6355976 awardDistance:["64447"]
rollTimeSum:i6384670 awardDistance:["26114"]
rollTimeSum:i6393791 awardDistance:["8292"]
rollTimeSum:i6401724 awardDistance:["7201"]
rollTimeSum:i6439151 awardDistance:["34075"]
rollTimeSum:i6547813 awardDistance:["98884"]
rollTimeSum:i6562853 awardDistance:["13620"]
rollTimeSum:i6615140 awardDistance:["47640"]
rollTimeSum:i6668060 awardDistance:["48171"]
rollTimeSum:i6730482 awardDistance:["56777"]
rollTimeSum:i6735536 awardDistance:["4591"]
rollTimeSum:i6769671 awardDistance:["31100"]
rollTimeSum:i6774304 awardDistance:["4227"]
rollTimeSum:i6857855 awardDistance:["76123"]
rollTimeSum:i7098562 awardDistance:["219215"]
rollTimeSum:i7117228 awardDistance:["17012"]
rollTimeSum:i7208588 awardDistance:["83150"]
rollTimeSum:i7246820 awardDistance:["34808"]
rollTimeSum:i7312851 awardDistance:["60147"]
rollTimeSum:i7534380 awardDistance:["201795"]
rollTimeSum:i7580587 awardDistance:["42142"]
rollTimeSum:i7657098 awardDistance:["69743"]
rollTimeSum:i7718043 awardDistance:["55488"]
rollTimeSum:i7910486 awardDistance:["174994"]
rollTimeSum:i7921592 awardDistance:["10125"]
rollTimeSum:i7948622 awardDistance:["24598"]
rollTimeSum:i7996664 awardDistance:["43709"]
rollTimeSum:i8000542 awardDistance:["3539"]
rollTimeSum:i8060731 awardDistance:["54877"]
rollTimeSum:i8182341 awardDistance:["110556"]
rollTimeSum:i8229998 awardDistance:["43396"]
rollTimeSum:i8230481 awardDistance:["444"]
rollTimeSum:i8265394 awardDistance:["31806"]
rollTimeSum:i8280408 awardDistance:["13650"]
rollTimeSum:i8312963 awardDistance:["29585"]
rollTimeSum:i8337938 awardDistance:["22723"]
rollTimeSum:i8345172 awardDistance:["6635"]
rollTimeSum:i8370093 awardDistance:["22718"]
rollTimeSum:i8544204 awardDistance:["158343"]
rollTimeSum:i8556046 awardDistance:["10789"]
rollTimeSum:i8579222 awardDistance:["21061"]
rollTimeSum:i8610370 awardDistance:["28357"]
rollTimeSum:i8645927 awardDistance:["32340"]
rollTimeSum:i8819061 awardDistance:["157535"]
rollTimeSum:i8863331 awardDistance:["40322"]
rollTimeSum:i8889516 awardDistance:["23816"]
rollTimeSum:i8974217 awardDistance:["77289"]
rollTimeSum:i8990698 awardDistance:["14975"]
rollTimeSum:i9061301 awardDistance:["64148"]
rollTimeSum:i9063273 awardDistance:["1795"]
rollTimeSum:i9064502 awardDistance:["1120"]
rollTimeSum:i9132675 awardDistance:["62226"]
rollTimeSum:i9170968 awardDistance:["34710"]
rollTimeSum:i9190632 awardDistance:["17902"]
rollTimeSum:i9198383 awardDistance:["7097"]
rollTimeSum:i9250349 awardDistance:["47342"]
rollTimeSum:i9387713 awardDistance:["125110"]
rollTimeSum:i9410511 awardDistance:["20774"]
rollTimeSum:i9418536 awardDistance:["7287"]
rollTimeSum:i9427599 awardDistance:["8244"]
rollTimeSum:i9498435 awardDistance:["64515"]
rollTimeSum:i9632375 awardDistance:["121965"]
rollTimeSum:i9642144 awardDistance:["8902"]
rollTimeSum:i9692215 awardDistance:["45638"]
rollTimeSum:i9810924 awardDistance:["108149"]
rollTimeSum:i9874205 awardDistance:["57662"]
rollTimeSum:i9927720 awardDistance:["48779"]
rollTimeSum:ii10410 awardDistance:["75321"]
rollTimeSum:ii35565 awardDistance:["23018"]
rollTimeSum:ii61089 awardDistance:["23306"]
rollTimeSum:ii80818 awardDistance:["17929"]
rollTimeSum:ii98347 awardDistance:["15975"]
rollTimeSum:ii100944 awardDistance:["2358"]
rollTimeSum:ii170945 awardDistance:["63830"]
rollTimeSum:ii193912 awardDistance:["20880"]
rollTimeSum:ii203213 awardDistance:["8446"]
rollTimeSum:ii241239 awardDistance:["34692"]
rollTimeSum:ii370317 awardDistance:["117507"]
rollTimeSum:ii371504 awardDistance:["1085"]
rollTimeSum:ii382881 awardDistance:["10362"]
rollTimeSum:ii474061 awardDistance:["83057"]
rollTimeSum:ii518827 awardDistance:["40784"]
rollTimeSum:ii555070 awardDistance:["32951"]
rollTimeSum:ii591272 awardDistance:["32909"]
rollTimeSum:ii637590 awardDistance:["42197"]
rollTimeSum:ii730375 awardDistance:["84492"]
rollTimeSum:ii830013 awardDistance:["90863"]
rollTimeSum:ii954517 awardDistance:["113373"]
rollTimeSum:ii957767 awardDistance:["2959"]
rollTimeSum:ii985049 awardDistance:["24839"]
rollTimeSum:ii1018961 awardDistance:["30975"]
rollTimeSum:ii1057799 awardDistance:["35338"]
rollTimeSum:ii1061405 awardDistance:["3316"]
rollTimeSum:ii1093153 awardDistance:["28880"]
rollTimeSum:ii1152223 awardDistance:["53816"]
rollTimeSum:ii1220619 awardDistance:["62369"]
rollTimeSum:ii1350870 awardDistance:["118747"]
rollTimeSum:ii1466570 awardDistance:["105270"]
rollTimeSum:ii1543639 awardDistance:["70140"]
rollTimeSum:ii1564266 awardDistance:["18752"]
rollTimeSum:ii1568439 awardDistance:["3785"]
rollTimeSum:ii1570149 awardDistance:["1555"]
rollTimeSum:ii1574387 awardDistance:["3848"]
rollTimeSum:ii1690554 awardDistance:["105673"]
rollTimeSum:ii1691604 awardDistance:["953"]
rollTimeSum:ii1851096 awardDistance:["145040"]
rollTimeSum:ii1922761 awardDistance:["65238"]
rollTimeSum:ii1957377 awardDistance:["31507"]
rollTimeSum:ii2039969 awardDistance:["75163"]
rollTimeSum:ii2050594 awardDistance:["9739"]
rollTimeSum:ii2070038 awardDistance:["17756"]
rollTimeSum:ii2103421 awardDistance:["30342"]
rollTimeSum:ii2175283 awardDistance:["65468"]
rollTimeSum:ii2233891 awardDistance:["53339"]
rollTimeSum:ii2265573 awardDistance:["28886"]
rollTimeSum:ii2317422 awardDistance:["47161"]
rollTimeSum:ii2335781 awardDistance:["16765"]
rollTimeSum:ii2363979 awardDistance:["25651"]
rollTimeSum:ii2475065 awardDistance:["101149"]
rollTimeSum:ii2500589 awardDistance:["23282"]
rollTimeSum:ii2528933 awardDistance:["25734"]
rollTimeSum:ii2532565 awardDistance:["3313"]
rollTimeSum:ii2536050 awardDistance:["3200"]
rollTimeSum:ii2546197 awardDistance:["9261"]
rollTimeSum:ii2612879 awardDistance:["60670"]
rollTimeSum:ii2649746 awardDistance:["33611"]
rollTimeSum:ii2694716 awardDistance:["40868"]
rollTimeSum:ii2709574 awardDistance:["13535"]
rollTimeSum:ii2732911 awardDistance:["21273"]
rollTimeSum:ii2769403 awardDistance:["33203"]
rollTimeSum:ii2778465 awardDistance:["8269"]
rollTimeSum:ii2877183 awardDistance:["89806"]
rollTimeSum:ii2892880 awardDistance:["14226"]
rollTimeSum:ii2948992 awardDistance:["51149"]
rollTimeSum:ii2976876 awardDistance:["25401"]
rollTimeSum:ii2989621 awardDistance:["11636"]
rollTimeSum:ii3087569 awardDistance:["89306"]
rollTimeSum:ii3111256 awardDistance:["21599"]
rollTimeSum:ii3215051 awardDistance:["94395"]
rollTimeSum:ii3223459 awardDistance:["7704"]
rollTimeSum:ii3270970 awardDistance:["43280"]
rollTimeSum:ii3331455 awardDistance:["55179"]
rollTimeSum:ii3334705 awardDistance:["2980"]
rollTimeSum:ii3550800 awardDistance:["196698"]
rollTimeSum:ii3583902 awardDistance:["30263"]
rollTimeSum:ii3644858 awardDistance:["55497"]
rollTimeSum:ii3724787 awardDistance:["72711"]
rollTimeSum:ii3748074 awardDistance:["21217"]
rollTimeSum:ii3796692 awardDistance:["44151"]
rollTimeSum:ii3851359 awardDistance:["49633"]
rollTimeSum:ii3954119 awardDistance:["93646"]
rollTimeSum:ii3972261 awardDistance:["16527"]
rollTimeSum:ii4015870 awardDistance:["39762"]
rollTimeSum:ii4133397 awardDistance:["107141"]
rollTimeSum:ii4216686 awardDistance:["75994"]
rollTimeSum:ii4281493 awardDistance:["59146"]
rollTimeSum:ii4358630 awardDistance:["70249"]
rollTimeSum:ii4366362 awardDistance:["7033"]
rollTimeSum:ii4399289 awardDistance:["29930"]
rollTimeSum:ii4432605 awardDistance:["30345"]
rollTimeSum:ii4448977 awardDistance:["14932"]
rollTimeSum:ii4452645 awardDistance:["3320"]
rollTimeSum:ii4478103 awardDistance:["23177"]
rollTimeSum:ii4511972 awardDistance:["30763"]
rollTimeSum:ii4554968 awardDistance:["39195"]
rollTimeSum:ii4600709 awardDistance:["41537"]
rollTimeSum:ii4644720 awardDistance:["40086"]
rollTimeSum:ii4675908 awardDistance:["28362"]
rollTimeSum:ii4751708 awardDistance:["68999"]
rollTimeSum:ii4795663 awardDistance:["39955"]
rollTimeSum:ii4807836 awardDistance:["11088"]
rollTimeSum:ii4862694 awardDistance:["49821"]
rollTimeSum:ii4927238 awardDistance:["58614"]
rollTimeSum:ii4969959 awardDistance:["38918"]
rollTimeSum:ii4971269 awardDistance:["1185"]
rollTimeSum:ii4983371 awardDistance:["11056"]
rollTimeSum:ii5002686 awardDistance:["17648"]
rollTimeSum:ii5051486 awardDistance:["44432"]
rollTimeSum:ii5096579 awardDistance:["41055"]
rollTimeSum:ii5109857 awardDistance:["12038"]
rollTimeSum:ii5154384 awardDistance:["40615"]
rollTimeSum:ii5160691 awardDistance:["5768"]
rollTimeSum:ii5213357 awardDistance:["47913"]
rollTimeSum:ii5508615 awardDistance:["268940"]
rollTimeSum:ii5536782 awardDistance:["25746"]
rollTimeSum:ii5540122 awardDistance:["3071"]
rollTimeSum:ii5631284 awardDistance:["82892"]
rollTimeSum:ii5710103 awardDistance:["71734"]
rollTimeSum:ii5838881 awardDistance:["117221"]
rollTimeSum:ii5851885 awardDistance:["11846"]
rollTimeSum:ii5986272 awardDistance:["122353"]
rollTimeSum:ii6010648 awardDistance:["22184"]
rollTimeSum:ii6198929 awardDistance:["171340"]
rollTimeSum:ii6446603 awardDistance:["225613"]
rollTimeSum:ii6454915 awardDistance:["7560"]
rollTimeSum:ii6523322 awardDistance:["62191"]
rollTimeSum:ii6525349 awardDistance:["1834"]
rollTimeSum:ii6604599 awardDistance:["72158"]
rollTimeSum:ii6636271 awardDistance:["28822"]
rollTimeSum:ii6637441 awardDistance:["1066"]
rollTimeSum:ii6685211 awardDistance:["43509"]
rollTimeSum:ii6726583 awardDistance:["37646"]
rollTimeSum:ii6906912 awardDistance:["164330"]
rollTimeSum:ii6917709 awardDistance:["9879"]
rollTimeSum:ii6930602 awardDistance:["11706"]
rollTimeSum:ii7013490 awardDistance:["75495"]
rollTimeSum:ii7049458 awardDistance:["32836"]
rollTimeSum:ii7087198 awardDistance:["34335"]
rollTimeSum:ii7137019 awardDistance:["45376"]
rollTimeSum:ii7171597 awardDistance:["31499"]
rollTimeSum:ii7174274 awardDistance:["2433"]
rollTimeSum:ii7305930 awardDistance:["119678"]
rollTimeSum:ii7374978 awardDistance:["62867"]
rollTimeSum:ii7405432 awardDistance:["27764"]
rollTimeSum:ii7414685 awardDistance:["8461"]
rollTimeSum:ii7453732 awardDistance:["35596"]
rollTimeSum:ii7557001 awardDistance:["94070"]
rollTimeSum:ii7599407 awardDistance:["38549"]
rollTimeSum:ii7680426 awardDistance:["73776"]
rollTimeSum:ii7734312 awardDistance:["48905"]
rollTimeSum:ii7777382 awardDistance:["39362"]
rollTimeSum:ii7831921 awardDistance:["49662"]
rollTimeSum:ii7854365 awardDistance:["20469"]
rollTimeSum:ii7877932 awardDistance:["21491"]
rollTimeSum:ii7966629 awardDistance:["80802"]
rollTimeSum:ii7997950 awardDistance:["28509"]
rollTimeSum:ii8097150 awardDistance:["90337"]
rollTimeSum:ii8134266 awardDistance:["33781"]
rollTimeSum:ii8246632 awardDistance:["102561"]
rollTimeSum:ii8262154 awardDistance:["14174"]
rollTimeSum:ii8370541 awardDistance:["98624"]
rollTimeSum:ii8396216 awardDistance:["23386"]
rollTimeSum:ii8415714 awardDistance:["17799"]
rollTimeSum:ii8487534 awardDistance:["65425"]
rollTimeSum:ii8490708 awardDistance:["2899"]
rollTimeSum:ii8521499 awardDistance:["27899"]
rollTimeSum:ii8570025 awardDistance:["44208"]
rollTimeSum:ii8573369 awardDistance:["3052"]
rollTimeSum:ii8613202 awardDistance:["36305"]
rollTimeSum:ii8614768 awardDistance:["1416"]
rollTimeSum:ii8711176 awardDistance:["87840"]
rollTimeSum:ii8712728 awardDistance:["1411"]
rollTimeSum:ii8728478 awardDistance:["14349"]
rollTimeSum:ii8873049 awardDistance:["131631"]
rollTimeSum:ii8936900 awardDistance:["58138"]
rollTimeSum:ii8987759 awardDistance:["46388"]
rollTimeSum:ii9042684 awardDistance:["49938"]
rollTimeSum:ii9093953 awardDistance:["46656"]
rollTimeSum:ii9134664 awardDistance:["36997"]
rollTimeSum:ii9215247 awardDistance:["73149"]
rollTimeSum:ii9249572 awardDistance:["31251"]
rollTimeSum:ii9357324 awardDistance:["98243"]
rollTimeSum:ii9402982 awardDistance:["41554"]
rollTimeSum:ii9481704 awardDistance:["71721"]
rollTimeSum:ii9574979 awardDistance:["84850"]
rollTimeSum:ii9596115 awardDistance:["19228"]
rollTimeSum:ii9811534 awardDistance:["196243"]
rollTimeSum:ii9915899 awardDistance:["95124"]
rollTimeSum:ii9948171 awardDistance:["29347"]
rollTimeSum:iii30407 awardDistance:["74894"]
rollTimeSum:iii72415 awardDistance:["38238"]
rollTimeSum:iii101607 awardDistance:["26617"]
rollTimeSum:iii161193 awardDistance:["54412"]
rollTimeSum:iii316210 awardDistance:["141140"]
rollTimeSum:iii438554 awardDistance:["111370"]
rollTimeSum:iii595313 awardDistance:["142643"]
rollTimeSum:iii690844 awardDistance:["87045"]
rollTimeSum:iii815070 awardDistance:["113103"]
rollTimeSum:iii847955 awardDistance:["30008"]
rollTimeSum:iii888830 awardDistance:["37180"]
rollTimeSum:iii915080 awardDistance:["23824"]
rollTimeSum:iii918544 awardDistance:["3146"]
rollTimeSum:iii1117424 awardDistance:["181144"]
rollTimeSum:iii1152660 awardDistance:["32032"]
rollTimeSum:iii1195614 awardDistance:["39231"]
rollTimeSum:iii1211102 awardDistance:["14171"]
rollTimeSum:iii1212774 awardDistance:["1527"]
rollTimeSum:iii1420533 awardDistance:["189042"]
rollTimeSum:iii1432401 awardDistance:["10780"]
rollTimeSum:iii1487040 awardDistance:["49667"]
rollTimeSum:iii1510289 awardDistance:["21137"]
rollTimeSum:iii1525644 awardDistance:["14022"]
rollTimeSum:iii1603675 awardDistance:["71045"]
rollTimeSum:iii1617541 awardDistance:["12633"]
rollTimeSum:iii1656574 awardDistance:["35426"]
rollTimeSum:iii1687601 awardDistance:["28249"]
rollTimeSum:iii1734011 awardDistance:["42252"]
rollTimeSum:iii1748094 awardDistance:["12812"]
rollTimeSum:iii1791104 awardDistance:["39130"]
rollTimeSum:iii1801942 awardDistance:["9877"]
rollTimeSum:iii1867190 awardDistance:["59557"]
rollTimeSum:iii1956364 awardDistance:["81140"]
rollTimeSum:iii1999583 awardDistance:["39412"]
