rollTimeSum:21085 awardDistance:19181
rollTimeSum:iiiiiii210291 awardDistance:16910
rollTimeSum:iiiiiii230467 awardDistance:18359
rollTimeSum:iiiiiii304005 awardDistance:67019
rollTimeSum:iiiiiii345982 awardDistance:38279
rollTimeSum:iiiiiii368106 awardDistance:20088
rollTimeSum:iiiiiii422771 awardDistance:49789
rollTimeSum:iiiiiii427171 awardDistance:3980
rollTimeSum:iiiiiii507539 awardDistance:73122
rollTimeSum:iiiiiii570716 awardDistance:57478
rollTimeSum:iiiiiii598157 awardDistance:25051
rollTimeSum:iiiiiii751637 awardDistance:139653
rollTimeSum:iiiiiii754910 awardDistance:2962
rollTimeSum:iiiiiii790782 awardDistance:32747
rollTimeSum:iiiiiii792632 awardDistance:1684
rollTimeSum:iiiiiii863660 awardDistance:64721
rollTimeSum:iiiiiii883799 awardDistance:18367
rollTimeSum:iiiiiii893969 awardDistance:9272
rollTimeSum:iiiiiii909585 awardDistance:14184
rollTimeSum:iiiiiii910514 awardDistance:850
rollTimeSum:iiiiiii917066 awardDistance:5991
rollTimeSum:iiiiiiii21617 awardDistance:95264
rollTimeSum:iiiiiiii33494 awardDistance:10798
rollTimeSum:iiiiiiii42412 awardDistance:8135
rollTimeSum:iiiiiiii121966 awardDistance:72320
rollTimeSum:iiiiiiii183998 awardDistance:56424
rollTimeSum:iiiiiiii227023 awardDistance:39200
rollTimeSum:iiiiiiii232080 awardDistance:4608
rollTimeSum:iiiiiiii265475 awardDistance:30408
rollTimeSum:iiiiiiii382941 awardDistance:106797
rollTimeSum:iiiiiiii440790 awardDistance:52609
rollTimeSum:iiiiiiii554679 awardDistance:103793
rollTimeSum:iiiiiiii607514 awardDistance:48083
rollTimeSum:iiiiiiii676563 awardDistance:62847
rollTimeSum:iiiiiiii728352 awardDistance:47112
rollTimeSum:iiiiiiii803183 awardDistance:68013
rollTimeSum:iiiiiiii893877 awardDistance:82706
rollTimeSum:iiiiiiii896131 awardDistance:2032
rollTimeSum:iiiiiiii968467 awardDistance:65856
rollTimeSum:iiiiiiiii3563 awardDistance:31989
rollTimeSum:iiiiiiiii97027 awardDistance:85213
rollTimeSum:iiiiiiiii163189 awardDistance:60311
rollTimeSum:iiiiiiiii220035 awardDistance:51724
rollTimeSum:iiiiiiiii261486 awardDistance:37729
rollTimeSum:iiiiiiiii263924 awardDistance:2215
rollTimeSum:iiiiiiiii273987 awardDistance:9175
rollTimeSum:iiiiiiiii364991 awardDistance:82917
rollTimeSum:iiiiiiiii414664 awardDistance:45275
rollTimeSum:iiiiiiiii560857 awardDistance:132944
rollTimeSum:iiiiiiiii600091 awardDistance:35711
rollTimeSum:iiiiiiiii765706 awardDistance:150773
rollTimeSum:iiiiiiiii795108 awardDistance:26754
rollTimeSum:iiiiiiiii845480 awardDistance:45889
rollTimeSum:iiiiiiiii848711 awardDistance:2949
rollTimeSum:iiiiiiiiii37180 awardDistance:171527
rollTimeSum:iiiiiiiiii99843 awardDistance:57044
rollTimeSum:iiiiiiiiii151359 awardDistance:46981
rollTimeSum:iiiiiiiiii187540 awardDistance:33044
rollTimeSum:iiiiiiiiii230464 awardDistance:39143
rollTimeSum:iiiiiiiiii367248 awardDistance:124564
rollTimeSum:iiiiiiiiii415052 awardDistance:43630
rollTimeSum:iiiiiiiiii450143 awardDistance:31888
rollTimeSum:iiiiiiiiii518540 awardDistance:62439
rollTimeSum:iiiiiiiiii593311 awardDistance:68034
rollTimeSum:iiiiiiiiii679496 awardDistance:78519
rollTimeSum:iiiiiiiiii753952 awardDistance:67823
rollTimeSum:iiiiiiiiii832045 awardDistance:71151
rollTimeSum:vi2227 awardDistance:154995
rollTimeSum:vi4734 awardDistance:2278
rollTimeSum:vi11960 awardDistance:6556
rollTimeSum:vi69139 awardDistance:52075
rollTimeSum:vi124232 awardDistance:50152
rollTimeSum:vi189825 awardDistance:59591
rollTimeSum:vi248868 awardDistance:53802
rollTimeSum:vi269039 awardDistance:18365
rollTimeSum:vi285639 awardDistance:15099
rollTimeSum:vi457791 awardDistance:156489
rollTimeSum:vi647365 awardDistance:172727
rollTimeSum:vi693849 awardDistance:42351
rollTimeSum:vi740513 awardDistance:42497
rollTimeSum:vi749214 awardDistance:7982
rollTimeSum:vi763374 awardDistance:12881
rollTimeSum:vi810862 awardDistance:43138
rollTimeSum:vi866911 awardDistance:50977
rollTimeSum:vi872808 awardDistance:5379
rollTimeSum:vi943159 awardDistance:64099
rollTimeSum:vi965465 awardDistance:20346
rollTimeSum:vii28195 awardDistance:57043
rollTimeSum:vii75869 awardDistance:43382
rollTimeSum:vii310314 awardDistance:213404
rollTimeSum:vii331510 awardDistance:19275
rollTimeSum:vii356894 awardDistance:23196
rollTimeSum:vii360148 awardDistance:2994
rollTimeSum:vii432717 awardDistance:65998
rollTimeSum:vii465558 awardDistance:29949
rollTimeSum:vii482569 awardDistance:15497
rollTimeSum:vii604564 awardDistance:111141
rollTimeSum:vii606657 awardDistance:1924
rollTimeSum:vii929113 awardDistance:293782
rollTimeSum:vii949555 awardDistance:18656
rollTimeSum:viii48904 awardDistance:90313
rollTimeSum:viii203898 awardDistance:140958
rollTimeSum:viii254099 awardDistance:45745
rollTimeSum:viii254705 awardDistance:555
rollTimeSum:viii407243 awardDistance:138795
rollTimeSum:viii490164 awardDistance:75542
rollTimeSum:viii519957 awardDistance:27162
rollTimeSum:viii657463 awardDistance:125139
rollTimeSum:viii743846 awardDistance:78571
rollTimeSum:viii750021 awardDistance:5599
rollTimeSum:viii817516 awardDistance:61368
rollTimeSum:viii865789 awardDistance:43785
rollTimeSum:viii867269 awardDistance:1354
rollTimeSum:viii926376 awardDistance:53765
rollTimeSum:viii944018 awardDistance:16038
rollTimeSum:viiii23431 awardDistance:72363
rollTimeSum:viiii45798 awardDistance:20382
rollTimeSum:viiii46355 awardDistance:508
rollTimeSum:viiii64512 awardDistance:16561
rollTimeSum:viiii84047 awardDistance:17796
rollTimeSum:viiii108812 awardDistance:22610
rollTimeSum:viiii123730 awardDistance:13579
rollTimeSum:viiii178148 awardDistance:49582
rollTimeSum:viiii325290 awardDistance:134067
rollTimeSum:viiii343518 awardDistance:16542
rollTimeSum:viiii675634 awardDistance:302436
rollTimeSum:viiii741378 awardDistance:59901
rollTimeSum:viiii772716 awardDistance:28553
rollTimeSum:viiii798413 awardDistance:23413
rollTimeSum:viiii805652 awardDistance:6642
rollTimeSum:viiii854509 awardDistance:44493
rollTimeSum:viiii881812 awardDistance:24857
rollTimeSum:viiii933298 awardDistance:46959
rollTimeSum:viiii938526 awardDistance:4771
rollTimeSum:viiii985827 awardDistance:42995
rollTimeSum:viiii993665 awardDistance:7140
rollTimeSum:viiiii3724 awardDistance:9135
rollTimeSum:viiiii154310 awardDistance:137245
rollTimeSum:viiiii168159 awardDistance:12643
rollTimeSum:viiiii218028 awardDistance:45460
rollTimeSum:viiiii237943 awardDistance:18157
rollTimeSum:viiiii290953 awardDistance:48189
rollTimeSum:viiiii295196 awardDistance:3878
rollTimeSum:viiiii316304 awardDistance:19207
rollTimeSum:viiiii320629 awardDistance:3934
rollTimeSum:viiiii321479 awardDistance:766
rollTimeSum:viiiii327336 awardDistance:5323
rollTimeSum:viiiii336492 awardDistance:8327
rollTimeSum:viiiii389153 awardDistance:47983
rollTimeSum:viiiii416092 awardDistance:24564
rollTimeSum:viiiii430080 awardDistance:12779
rollTimeSum:viiiii445306 awardDistance:13896
rollTimeSum:viiiii446540 awardDistance:1122
rollTimeSum:viiiii480523 awardDistance:30891
rollTimeSum:viiiii482405 awardDistance:1712
rollTimeSum:viiiii500652 awardDistance:16669
rollTimeSum:viiiii508063 awardDistance:6737
rollTimeSum:viiiii536027 awardDistance:25433
rollTimeSum:viiiii612634 awardDistance:69697
rollTimeSum:viiiii661989 awardDistance:45010
rollTimeSum:viiiii990889 awardDistance:299255
rollTimeSum:viiiiii22002 awardDistance:28345
rollTimeSum:viiiiii27874 awardDistance:5376
rollTimeSum:viiiiii82866 awardDistance:50051
rollTimeSum:viiiiii158917 awardDistance:69133
rollTimeSum:viiiiii232820 awardDistance:67477
rollTimeSum:viiiiii355233 awardDistance:111471
rollTimeSum:viiiiii515936 awardDistance:146267
rollTimeSum:viiiiii523408 awardDistance:6813
rollTimeSum:viiiiii527146 awardDistance:3421
rollTimeSum:viiiiii530482 awardDistance:3036
rollTimeSum:viiiiii545417 awardDistance:13644
rollTimeSum:viiiiii551020 awardDistance:5100
rollTimeSum:viiiiii663458 awardDistance:102323
rollTimeSum:viiiiii802610 awardDistance:126854
rollTimeSum:viiiiii823131 awardDistance:18780
rollTimeSum:viiiiii865399 awardDistance:38487
rollTimeSum:viiiiii880581 awardDistance:13810
rollTimeSum:viiiiii927313 awardDistance:42606
rollTimeSum:viiiiii972819 awardDistance:41261
rollTimeSum:viiiiiii2694 awardDistance:27230
rollTimeSum:viiiiiii15093 awardDistance:11290
rollTimeSum:viiiiiii46356 awardDistance:28459
rollTimeSum:viiiiiii74171 awardDistance:25303
rollTimeSum:viiiiiii76951 awardDistance:2533
rollTimeSum:viiiiiii129981 awardDistance:48188
rollTimeSum:viiiiiii132383 awardDistance:2212
rollTimeSum:viiiiiii184786 awardDistance:47676
rollTimeSum:viiiiiii319483 awardDistance:122699
rollTimeSum:viiiiiii359781 awardDistance:36566
rollTimeSum:viiiiiii618018 awardDistance:235120
rollTimeSum:viiiiiii647207 awardDistance:26484
rollTimeSum:viiiiiii713750 awardDistance:60472
rollTimeSum:viiiiiii766045 awardDistance:47603
rollTimeSum:viiiiiii791653 awardDistance:23280
rollTimeSum:viiiiiii811339 awardDistance:17963
rollTimeSum:viiiiiii856859 awardDistance:41360
rollTimeSum:viiiiiii871390 awardDistance:13191
rollTimeSum:viiiiiii907726 awardDistance:33091
rollTimeSum:viiiiiii910731 awardDistance:2754
rollTimeSum:viiiiiii956173 awardDistance:41272
rollTimeSum:viiiiiiii43714 awardDistance:79782
rollTimeSum:viiiiiiii394853 awardDistance:319768
rollTimeSum:viiiiiiii491054 awardDistance:87648
rollTimeSum:viiiiiiii503808 awardDistance:11597
rollTimeSum:viiiiiiii527145 awardDistance:21260
rollTimeSum:viiiiiiii630962 awardDistance:94555
rollTimeSum:viiiiiiii714437 awardDistance:75945
rollTimeSum:viiiiiiii899437 awardDistance:168486
rollTimeSum:viiiiiiii913853 awardDistance:13127
rollTimeSum:viiiiiiii930052 awardDistance:14799
rollTimeSum:viiiiiiii959352 awardDistance:26655
rollTimeSum:viiiiiiiii165919 awardDistance:188246
rollTimeSum:viiiiiiiii209839 awardDistance:40049
rollTimeSum:viiiiiiiii216796 awardDistance:6402
rollTimeSum:viiiiiiiii247401 awardDistance:27941
rollTimeSum:viiiiiiiii294294 awardDistance:42681
rollTimeSum:viiiiiiiii308211 awardDistance:12756
rollTimeSum:viiiiiiiii331999 awardDistance:21631
rollTimeSum:viiiiiiiii411970 awardDistance:72809
rollTimeSum:viiiiiiiii452035 awardDistance:36524
rollTimeSum:viiiiiiiii492229 awardDistance:36617
rollTimeSum:viiiiiiiii642641 awardDistance:136923
rollTimeSum:viiiiiiiii661942 awardDistance:17607
rollTimeSum:viiiiiiiii683233 awardDistance:19386
rollTimeSum:viiiiiiiii688394 awardDistance:4660
rollTimeSum:viiiiiiiii727057 awardDistance:35203
rollTimeSum:viiiiiiiii763333 awardDistance:33019
rollTimeSum:viiiiiiiii791256 awardDistance:25386
rollTimeSum:viiiiiiiii908802 awardDistance:107054
rollTimeSum:viiiiiiiii913581 awardDistance:4346
rollTimeSum:viiiiiiiii931006 awardDistance:15936
rollTimeSum:viiiiiiiii932288 awardDistance:1175
rollTimeSum:viiiiiiiii936909 awardDistance:4228
rollTimeSum:viiiiiiiii971744 awardDistance:31707
rollTimeSum:vv33963 awardDistance:56648
rollTimeSum:vv68962 awardDistance:31876
rollTimeSum:vv74753 awardDistance:5279
rollTimeSum:vv90770 awardDistance:14662
rollTimeSum:vv141603 awardDistance:46299
rollTimeSum:vv178890 awardDistance:33908
rollTimeSum:vv243971 awardDistance:59351
rollTimeSum:vv246970 awardDistance:2770
rollTimeSum:vv288318 awardDistance:37630
rollTimeSum:vv317680 awardDistance:26733
rollTimeSum:vv445079 awardDistance:116162
rollTimeSum:vv454824 awardDistance:8875
rollTimeSum:vv456571 awardDistance:1580
rollTimeSum:vv477727 awardDistance:19289
rollTimeSum:vv610545 awardDistance:120967
rollTimeSum:vv615276 awardDistance:4289
rollTimeSum:vv704342 awardDistance:81042
rollTimeSum:vv727427 awardDistance:21027
rollTimeSum:vv819725 awardDistance:83925
rollTimeSum:vv846098 awardDistance:24023
rollTimeSum:vv882506 awardDistance:33089
rollTimeSum:vv974445 awardDistance:83567
rollTimeSum:vv992252 awardDistance:16226
rollTimeSum:vv995629 awardDistance:3086
rollTimeSum:vvi19789 awardDistance:21952
rollTimeSum:vvi39303 awardDistance:17748
rollTimeSum:vvi144631 awardDistance:95894
rollTimeSum:vvi161022 awardDistance:14916
rollTimeSum:vvi179936 awardDistance:17184
rollTimeSum:vvi189937 awardDistance:9082
rollTimeSum:vvi190414 awardDistance:431
rollTimeSum:vvi259047 awardDistance:62646
rollTimeSum:vvi315048 awardDistance:50937
rollTimeSum:vvi321183 awardDistance:5553
rollTimeSum:vvi324718 awardDistance:3227
rollTimeSum:vvi330053 awardDistance:4850
rollTimeSum:vvi444120 awardDistance:103940
rollTimeSum:vvi513048 awardDistance:62785
rollTimeSum:vvi527118 awardDistance:12831
rollTimeSum:vvi617965 awardDistance:82652
rollTimeSum:vvi691160 awardDistance:66670
rollTimeSum:vvi702363 awardDistance:10202
rollTimeSum:vvi733632 awardDistance:28471
rollTimeSum:vvi777432 awardDistance:39823
rollTimeSum:vvi857124 awardDistance:72582
rollTimeSum:vvi859614 awardDistance:2283
rollTimeSum:vvi966012 awardDistance:96838
rollTimeSum:vvi974382 awardDistance:7596
rollTimeSum:vvii213647 awardDistance:217858
rollTimeSum:vvii217128 awardDistance:3184
rollTimeSum:vvii246782 awardDistance:27045
rollTimeSum:vvii262717 awardDistance:14530
rollTimeSum:vvii275426 awardDistance:11608
rollTimeSum:vvii298055 awardDistance:20614
rollTimeSum:vvii299612 awardDistance:1398
rollTimeSum:vvii345877 awardDistance:42074
rollTimeSum:vvii363523 awardDistance:15997
rollTimeSum:vvii402671 awardDistance:35709
rollTimeSum:vvii425881 awardDistance:21166
rollTimeSum:vvii465954 awardDistance:36548
rollTimeSum:vvii500436 awardDistance:31415
rollTimeSum:vvii582679 awardDistance:75023
rollTimeSum:vvii760666 awardDistance:162023
rollTimeSum:vvii828016 awardDistance:61354
rollTimeSum:vvii837631 awardDistance:8730
rollTimeSum:vvii851067 awardDistance:12211
rollTimeSum:vvii863774 awardDistance:11535
rollTimeSum:vvii951364 awardDistance:79686
rollTimeSum:vvii968165 awardDistance:15289
rollTimeSum:vviii25602 awardDistance:52140
rollTimeSum:vviii57711 awardDistance:29261
rollTimeSum:vviii66839 awardDistance:8320
rollTimeSum:vviii145536 awardDistance:71681
rollTimeSum:vviii229356 awardDistance:76438
rollTimeSum:vviii352436 awardDistance:112274
rollTimeSum:vviii408881 awardDistance:51409
rollTimeSum:vviii453656 awardDistance:40901
rollTimeSum:vviii457570 awardDistance:3551
rollTimeSum:vviii539954 awardDistance:75086
rollTimeSum:vviii548695 awardDistance:7933
rollTimeSum:vviii627677 awardDistance:71881
rollTimeSum:vviii700893 awardDistance:66592
rollTimeSum:vviii776258 awardDistance:68545
rollTimeSum:vviii865768 awardDistance:81509
rollTimeSum:vviii956373 awardDistance:82407
rollTimeSum:vviii978760 awardDistance:20350
rollTimeSum:vviiii76538 awardDistance:88888
rollTimeSum:vviiii106472 awardDistance:27181
rollTimeSum:vviiii193089 awardDistance:78955
rollTimeSum:vviiii234453 awardDistance:37633
rollTimeSum:vviiii332604 awardDistance:89386
rollTimeSum:vviiii445175 awardDistance:102473
rollTimeSum:vviiii471470 awardDistance:24081
rollTimeSum:vviiii575840 awardDistance:95009
rollTimeSum:vviiii611403 awardDistance:32359
rollTimeSum:vviiii638565 awardDistance:24728
rollTimeSum:vviiii707017 awardDistance:62421
rollTimeSum:vviiii848307 awardDistance:128603
rollTimeSum:vviiii883277 awardDistance:31805
rollTimeSum:vviiii943926 awardDistance:55161
rollTimeSum:vviiii950129 awardDistance:5655
rollTimeSum:vviiiii23742 awardDistance:67033
rollTimeSum:vviiiii96760 awardDistance:66516
rollTimeSum:vviiiii116814 awardDistance:18261
rollTimeSum:vviiiii251036 awardDistance:122050
rollTimeSum:vviiiii413754 awardDistance:148154
rollTimeSum:vviiiii505277 awardDistance:83372
rollTimeSum:vviiiii532720 awardDistance:24969
rollTimeSum:vviiiii557959 awardDistance:23032
rollTimeSum:vviiiii679788 awardDistance:110931
rollTimeSum:vviiiii690740 awardDistance:9947
rollTimeSum:vviiiii708642 awardDistance:16275
rollTimeSum:vviiiii731230 awardDistance:20560
rollTimeSum:vviiiii754837 awardDistance:21468
rollTimeSum:vviiiii767968 awardDistance:11948
rollTimeSum:vviiiii801554 awardDistance:30600
rollTimeSum:vviiiii822812 awardDistance:19346
rollTimeSum:vviiiiii99421 awardDistance:252048
rollTimeSum:vviiiiii110275 awardDistance:9843
rollTimeSum:vviiiiii120465 awardDistance:9271
rollTimeSum:vviiiiii120708 awardDistance:226
rollTimeSum:vviiiiii204236 awardDistance:76078
rollTimeSum:vviiiiii270979 awardDistance:60831
rollTimeSum:vviiiiii306295 awardDistance:32147
rollTimeSum:vviiiiii312873 awardDistance:5988
rollTimeSum:vviiiiii373604 awardDistance:55348
rollTimeSum:vviiiiii394071 awardDistance:18612
rollTimeSum:vviiiiii491244 awardDistance:88279
rollTimeSum:vviiiiii521531 awardDistance:27567
rollTimeSum:vviiiiii551264 awardDistance:27034
rollTimeSum:vviiiiii584724 awardDistance:30536
rollTimeSum:vviiiiii594801 awardDistance:9208
rollTimeSum:vviiiiii753097 awardDistance:144205
rollTimeSum:vviiiiii775904 awardDistance:20779
rollTimeSum:vviiiiii776460 awardDistance:498
rollTimeSum:vviiiiii967403 awardDistance:173817
rollTimeSum:vviiiiiii75651 awardDistance:98646
rollTimeSum:vviiiiiii201909 awardDistance:114991
rollTimeSum:vviiiiiii217803 awardDistance:14479
rollTimeSum:vviiiiiii220141 awardDistance:2136
rollTimeSum:vviiiiiii227368 awardDistance:6579
rollTimeSum:vviiiiiii238871 awardDistance:10456
rollTimeSum:vviiiiiii304869 awardDistance:60102
rollTimeSum:vviiiiiii355187 awardDistance:45877
rollTimeSum:vviiiiiii385995 awardDistance:28149
rollTimeSum:vviiiiiii602749 awardDistance:197461
rollTimeSum:vviiiiiii750609 awardDistance:134568
rollTimeSum:vviiiiiii821456 awardDistance:64569
rollTimeSum:vviiiiiii856918 awardDistance:32336
rollTimeSum:vviiiiiii908606 awardDistance:47076
rollTimeSum:vviiiiiii959473 awardDistance:46338
rollTimeSum:vviiiiiiii23962 awardDistance:58649
rollTimeSum:vviiiiiiii34899 awardDistance:9909
rollTimeSum:vviiiiiiii59822 awardDistance:22760
rollTimeSum:vviiiiiiii183405 awardDistance:112603
rollTimeSum:vviiiiiiii186034 awardDistance:2379
rollTimeSum:vviiiiiiii224446 awardDistance:34890
rollTimeSum:vviiiiiiii230510 awardDistance:5543
rollTimeSum:vviiiiiiii368522 awardDistance:125379
rollTimeSum:vviiiiiiii460416 awardDistance:83652
rollTimeSum:vviiiiiiii510552 awardDistance:45754
rollTimeSum:vviiiiiiii556878 awardDistance:42207
rollTimeSum:vviiiiiiii622164 awardDistance:59443
rollTimeSum:vviiiiiiii772726 awardDistance:136967
rollTimeSum:vviiiiiiii800772 awardDistance:25611
rollTimeSum:vviiiiiiii903269 awardDistance:93345
rollTimeSum:vviiiiiiii958078 awardDistance:49880
rollTimeSum:vviiiiiiii980001 awardDistance:19949
rollTimeSum:vviiiiiiiii33294 awardDistance:48656
rollTimeSum:vviiiiiiiii80263 awardDistance:42758
rollTimeSum:vviiiiiiiii117242 awardDistance:33718
rollTimeSum:vviiiiiiiii214139 awardDistance:88202
rollTimeSum:vviiiiiiiii345545 awardDistance:119829
rollTimeSum:vviiiiiiiii367806 awardDistance:20313
rollTimeSum:vviiiiiiiii418189 awardDistance:45933
rollTimeSum:vviiiiiiiii428490 awardDistance:9377
rollTimeSum:vviiiiiiiii534638 awardDistance:96438
rollTimeSum:vviiiiiiiii594749 awardDistance:54832
rollTimeSum:vviiiiiiiii620219 awardDistance:23188
rollTimeSum:vviiiiiiiii680021 awardDistance:54481
rollTimeSum:vviiiiiiiii712685 awardDistance:29704
rollTimeSum:vviiiiiiiii869196 awardDistance:142461
rollTimeSum:vvv54001 awardDistance:168332
rollTimeSum:vvv133616 awardDistance:72391
rollTimeSum:vvv213894 awardDistance:73074
rollTimeSum:vvv239860 awardDistance:23672
rollTimeSum:vvv293709 awardDistance:49036
rollTimeSum:vvv310116 awardDistance:14938
rollTimeSum:vvv470835 awardDistance:146402
rollTimeSum:vvv484536 awardDistance:12452
rollTimeSum:vvv652666 awardDistance:152978
rollTimeSum:vvv726275 awardDistance:67031
rollTimeSum:vvv868999 awardDistance:129854
rollTimeSum:vvv875928 awardDistance:6313
rollTimeSum:vvv998858 awardDistance:111881
rollTimeSum:vvvi73462 awardDistance:68060
