rollTimeSum:423261 awardDistance:385342
rollTimeSum:vvvvvv332146 awardDistance:1075002
rollTimeSum:vvvvvv679248 awardDistance:316055
rollTimeSum:vvvvvvii237199 awardDistance:1418219
rollTimeSum:vvvvvviii16028 awardDistance:709265
rollTimeSum:vvvvvviii146414 awardDistance:118684
rollTimeSum:vvvvvviii416396 awardDistance:245666
rollTimeSum:vvvvvviiii19368 awardDistance:548986
rollTimeSum:vvvvvviiii52403 awardDistance:30056
rollTimeSum:vvvvvviiii89159 awardDistance:33410
rollTimeSum:vvvvvviiii776457 awardDistance:626133
rollTimeSum:vvvvvviiiii579333 awardDistance:730993
rollTimeSum:vvvvvviiiii811816 awardDistance:211775
rollTimeSum:vvvvvviiiiii200152 awardDistance:353640
rollTimeSum:vvvvvviiiiii224023 awardDistance:21710
rollTimeSum:vvvvvviiiiiii377349 awardDistance:1050362
rollTimeSum:vvvvvviiiiiiii365035 awardDistance:899585
rollTimeSum:vvvvvviiiiiiii412383 awardDistance:42977
rollTimeSum:vvvvvviiiiiiii773968 awardDistance:329093
rollTimeSum:vvvvvviiiiiiiii108829 awardDistance:305012
rollTimeSum:vvvvvviiiiiiiii505594 awardDistance:361265
rollTimeSum:vvvvvviiiiiiiii715659 awardDistance:191188
rollTimeSum:vvvvvvv590741 awardDistance:797020
rollTimeSum:vvvvvvvii315177 awardDistance:1570367
rollTimeSum:vvvvvvviii185642 awardDistance:792612
rollTimeSum:vvvvvvviii265113 awardDistance:72342
rollTimeSum:vvvvvvviii992612 awardDistance:662439
rollTimeSum:vvvvvvviiii253966 awardDistance:238119
rollTimeSum:vvvvvvviiiiii325342 awardDistance:1886126
rollTimeSum:vvvvvvviiiiii725862 awardDistance:364760
rollTimeSum:vvvvvvviiiiiiiii149877 awardDistance:2207185
rollTimeSum:vvvvvvviiiiiiiii536376 awardDistance:352244
rollTimeSum:vvvvvvviiiiiiiii559485 awardDistance:21047
rollTimeSum:vvvvvvvvi175100 awardDistance:1470734
rollTimeSum:vvvvvvvvi586414 awardDistance:374790
rollTimeSum:vvvvvvvvii33795 awardDistance:407389
rollTimeSum:vvvvvvvvii308167 awardDistance:249903
rollTimeSum:vvvvvvvvii708755 awardDistance:364690
rollTimeSum:vvvvvvvvii753371 awardDistance:40741
rollTimeSum:vvvvvvvviii282054 awardDistance:481453
rollTimeSum:vvvvvvvviii389110 awardDistance:97520
rollTimeSum:vvvvvvvviii568687 awardDistance:163412
rollTimeSum:vvvvvvvviiiiiii331884 awardDistance:3426834
rollTimeSum:vvvvvvvvv285571 awardDistance:2688812
rollTimeSum:vvvvvvvvv710937 awardDistance:387277
rollTimeSum:vvvvvvvvvi334546 awardDistance:567750
rollTimeSum:vvvvvvvvvi509806 awardDistance:159821
rollTimeSum:vvvvvvvvvii381617 awardDistance:793618
rollTimeSum:vvvvvvvvviiii592050 awardDistance:2012581
rollTimeSum:vvvvvvvvviiiii216291 awardDistance:568382
rollTimeSum:vvvvvvvvviiiii358200 awardDistance:129065
rollTimeSum:vvvvvvvvviiiii541303 awardDistance:166705
rollTimeSum:vvvvvvvvviiiiii567373 awardDistance:934723
rollTimeSum:vvvvvvvvviiiiii729749 awardDistance:147787
rollTimeSum:vvvvvvvvviiiiiii625795 awardDistance:815757
rollTimeSum:vvvvvvvvviiiiiii673578 awardDistance:43494
rollTimeSum:vvvvvvvvviiiiiiii69028 awardDistance:360237
rollTimeSum:w706588 awardDistance:2401095
rollTimeSum:wi45200 awardDistance:308260
rollTimeSum:wii169674 awardDistance:1023779
rollTimeSum:wii451586 awardDistance:256984
rollTimeSum:wiii420846 awardDistance:882701
rollTimeSum:wiiiii424967 awardDistance:1824622
rollTimeSum:wiiiiii341999 awardDistance:834664
rollTimeSum:wiiiiii795567 awardDistance:412974
rollTimeSum:wiiiiiii751566 awardDistance:870858
rollTimeSum:wiiiiiiii180191 awardDistance:390109
rollTimeSum:wiiiiiiiii687846 awardDistance:1372668
rollTimeSum:wv278291 awardDistance:537388
rollTimeSum:wviii182111 awardDistance:2644550
rollTimeSum:wviii912752 awardDistance:665280
rollTimeSum:wviiii306460 awardDistance:358353
rollTimeSum:wviiii845288 awardDistance:490931
rollTimeSum:wviiiii471649 awardDistance:570299
rollTimeSum:wviiiiii584148 awardDistance:1012815
rollTimeSum:wviiiiiiiii57518 awardDistance:2252005
rollTimeSum:wvvi722219 awardDistance:2426819
rollTimeSum:wvviii243654 awardDistance:1385173
rollTimeSum:wvviii815718 awardDistance:520750
rollTimeSum:wvviiii20204 awardDistance:186555
rollTimeSum:wvviiii584524 awardDistance:513621
rollTimeSum:wvviiiii472143 awardDistance:808086
rollTimeSum:wvviiiiii320101 awardDistance:772331
rollTimeSum:wvvv76521 awardDistance:3420448
rollTimeSum:wvvvi528901 awardDistance:1322710
rollTimeSum:wvvvi767576 awardDistance:217375
rollTimeSum:wvvvii136521 awardDistance:335934
rollTimeSum:wvvvii695282 awardDistance:509270
rollTimeSum:wvvviiii38381 awardDistance:1223647
rollTimeSum:wvvviiii124589 awardDistance:78429
rollTimeSum:wvvviiiii133950 awardDistance:919298
rollTimeSum:wvvviiiiii244209 awardDistance:1011258
rollTimeSum:wvvviiiiiii573568 awardDistance:1210017
rollTimeSum:wvvviiiiiii840207 awardDistance:242810
rollTimeSum:wvvviiiiiiiii291165 awardDistance:1320930
rollTimeSum:wvvviiiiiiiii842250 awardDistance:501700
rollTimeSum:wvvvvi363630 awardDistance:1385604
rollTimeSum:wvvvvii494301 awardDistance:1029805
rollTimeSum:wvvvviii501709 awardDistance:917049
rollTimeSum:wvvvviiiii233875 awardDistance:1577793
rollTimeSum:wvvvviiiii937036 awardDistance:640393
rollTimeSum:wvvvviiiii954652 awardDistance:16030
rollTimeSum:wvvvviiiiii286873 awardDistance:302488
rollTimeSum:wvvvviiiiiii358819 awardDistance:976487
rollTimeSum:wvvvviiiiiii382125 awardDistance:21204
rollTimeSum:wvvvviiiiiiii181396 awardDistance:727920
rollTimeSum:wvvvviiiiiiii878879 awardDistance:635088
rollTimeSum:wvvvvv66989 awardDistance:1081816
rollTimeSum:wvvvvvi318522 awardDistance:1139431
rollTimeSum:wvvvvvii499026 awardDistance:1075002
rollTimeSum:wvvvvvii846128 awardDistance:316055
rollTimeSum:wvvvvviiii404079 awardDistance:1418219
rollTimeSum:wvvvvviiiii182908 awardDistance:709265
rollTimeSum:wvvvvviiiii313294 awardDistance:118684
rollTimeSum:wvvvvviiiii583276 awardDistance:245666
rollTimeSum:wvvvvviiiiii186248 awardDistance:548986
rollTimeSum:wvvvvviiiiii219283 awardDistance:30056
rollTimeSum:wvvvvviiiiii256039 awardDistance:33410
rollTimeSum:wvvvvviiiiii943337 awardDistance:626133
rollTimeSum:wvvvvviiiiiii746213 awardDistance:730993
rollTimeSum:wvvvvviiiiiii978696 awardDistance:211775
rollTimeSum:wvvvvviiiiiiii367032 awardDistance:353640
rollTimeSum:wvvvvviiiiiiii390903 awardDistance:21710
rollTimeSum:wvvvvviiiiiiiii544229 awardDistance:1050362
rollTimeSum:wvvvvvv531915 awardDistance:899585
rollTimeSum:wvvvvvv579263 awardDistance:42977
rollTimeSum:wvvvvvv940848 awardDistance:329093
rollTimeSum:wvvvvvvi275709 awardDistance:305012
rollTimeSum:wvvvvvvi672474 awardDistance:361265
rollTimeSum:wvvvvvvi882539 awardDistance:191188
rollTimeSum:wvvvvvvii757621 awardDistance:797020
rollTimeSum:wvvvvvviiii482057 awardDistance:1570367
rollTimeSum:wvvvvvviiiii352522 awardDistance:792612
rollTimeSum:wvvvvvviiiii431993 awardDistance:72342
rollTimeSum:wvvvvvviiiiii159492 awardDistance:662439
rollTimeSum:wvvvvvviiiiii420846 awardDistance:238119
rollTimeSum:wvvvvvviiiiiiii492222 awardDistance:1886126
rollTimeSum:wvvvvvviiiiiiii892742 awardDistance:364760
rollTimeSum:wvvvvvvvi316757 awardDistance:2207185
rollTimeSum:wvvvvvvvi703256 awardDistance:352244
rollTimeSum:wvvvvvvvi726365 awardDistance:21047
rollTimeSum:wvvvvvvviii341980 awardDistance:1470734
rollTimeSum:wvvvvvvviii753294 awardDistance:374790
rollTimeSum:wvvvvvvviiii200675 awardDistance:407389
rollTimeSum:wvvvvvvviiii475047 awardDistance:249903
rollTimeSum:wvvvvvvviiii875635 awardDistance:364690
rollTimeSum:wvvvvvvviiii920251 awardDistance:40741
rollTimeSum:wvvvvvvviiiii448934 awardDistance:481453
rollTimeSum:wvvvvvvviiiii555990 awardDistance:97520
rollTimeSum:wvvvvvvviiiii735567 awardDistance:163412
rollTimeSum:wvvvvvvviiiiiiiii498764 awardDistance:3426834
rollTimeSum:wvvvvvvvvii452451 awardDistance:2688812
rollTimeSum:wvvvvvvvvii877817 awardDistance:387277
rollTimeSum:wvvvvvvvviii501426 awardDistance:567750
rollTimeSum:wvvvvvvvviii676686 awardDistance:159821
rollTimeSum:wvvvvvvvviiii548497 awardDistance:793618
rollTimeSum:wvvvvvvvviiiiii758930 awardDistance:2012581
rollTimeSum:wvvvvvvvviiiiiii383171 awardDistance:568382
rollTimeSum:wvvvvvvvviiiiiii525080 awardDistance:129065
rollTimeSum:wvvvvvvvviiiiiii708183 awardDistance:166705
rollTimeSum:wvvvvvvvviiiiiiii734253 awardDistance:934723
rollTimeSum:wvvvvvvvviiiiiiii896629 awardDistance:147787
rollTimeSum:wvvvvvvvviiiiiiiii792675 awardDistance:815757
rollTimeSum:wvvvvvvvviiiiiiiii840458 awardDistance:43494
rollTimeSum:wvvvvvvvvv235908 awardDistance:360237
rollTimeSum:wvvvvvvvvvii873468 awardDistance:2401095
rollTimeSum:wvvvvvvvvviii212080 awardDistance:308260
rollTimeSum:wvvvvvvvvviiii336554 awardDistance:1023779
rollTimeSum:wvvvvvvvvviiii618466 awardDistance:256984
rollTimeSum:wvvvvvvvvviiiii587726 awardDistance:882701
rollTimeSum:wvvvvvvvvviiiiiii591847 awardDistance:1824622
rollTimeSum:wvvvvvvvvviiiiiiii508879 awardDistance:834664
rollTimeSum:wvvvvvvvvviiiiiiii962447 awardDistance:412974
rollTimeSum:wvvvvvvvvviiiiiiiii918446 awardDistance:870858
rollTimeSum:ww347071 awardDistance:390109
rollTimeSum:wwi854726 awardDistance:1372668
rollTimeSum:wwii445171 awardDistance:537388
rollTimeSum:wwiiiii348991 awardDistance:2644550
rollTimeSum:wwiiiiii79632 awardDistance:665280
rollTimeSum:wwiiiiii473340 awardDistance:358353
rollTimeSum:wwiiiiiii12168 awardDistance:490931
rollTimeSum:wwiiiiiii638529 awardDistance:570299
rollTimeSum:wwiiiiiiii751028 awardDistance:1012815
rollTimeSum:wwvi224398 awardDistance:2252005
rollTimeSum:wwviii889099 awardDistance:2426819
rollTimeSum:wwviiiii410534 awardDistance:1385173
rollTimeSum:wwviiiii982598 awardDistance:520750
rollTimeSum:wwviiiiii187084 awardDistance:186555
rollTimeSum:wwviiiiii751404 awardDistance:513621
rollTimeSum:wwviiiiiii639023 awardDistance:808086
rollTimeSum:wwviiiiiiii486981 awardDistance:772331
rollTimeSum:wwvvii243401 awardDistance:3420448
rollTimeSum:wwvviii695781 awardDistance:1322710
rollTimeSum:wwvviii934456 awardDistance:217375
rollTimeSum:wwvviiii303401 awardDistance:335934
rollTimeSum:wwvviiii862162 awardDistance:509270
rollTimeSum:wwvviiiiii205261 awardDistance:1223647
rollTimeSum:wwvviiiiii291469 awardDistance:78429
rollTimeSum:wwvviiiiiii300830 awardDistance:919298
rollTimeSum:wwvviiiiiiii411089 awardDistance:1011258
rollTimeSum:wwvviiiiiiiii740448 awardDistance:1210017
rollTimeSum:wwvvv7087 awardDistance:242810
rollTimeSum:wwvvvi458045 awardDistance:1320930
rollTimeSum:wwvvvii9130 awardDistance:501700
rollTimeSum:wwvvviii530510 awardDistance:1385604
rollTimeSum:wwvvviiii661181 awardDistance:1029805
rollTimeSum:wwvvviiiii668589 awardDistance:917049
rollTimeSum:wwvvviiiiiii400755 awardDistance:1577793
rollTimeSum:wwvvviiiiiiii103916 awardDistance:640393
rollTimeSum:wwvvviiiiiiii121532 awardDistance:16030
rollTimeSum:wwvvviiiiiiii453753 awardDistance:302488
rollTimeSum:wwvvviiiiiiiii525699 awardDistance:976487
rollTimeSum:wwvvviiiiiiiii549005 awardDistance:21204
rollTimeSum:wwvvvv348276 awardDistance:727920
rollTimeSum:wwvvvvi45759 awardDistance:635088
rollTimeSum:wwvvvvii233869 awardDistance:1081816
rollTimeSum:wwvvvviii485402 awardDistance:1139431
rollTimeSum:wwvvvviiii665906 awardDistance:1075002
rollTimeSum:wwvvvviiiii13008 awardDistance:316055
rollTimeSum:wwvvvviiiiii570959 awardDistance:1418219
rollTimeSum:wwvvvviiiiiii349788 awardDistance:709265
rollTimeSum:wwvvvviiiiiii480174 awardDistance:118684
rollTimeSum:wwvvvviiiiiii750156 awardDistance:245666
rollTimeSum:wwvvvviiiiiiii353128 awardDistance:548986
rollTimeSum:wwvvvviiiiiiii386163 awardDistance:30056
rollTimeSum:wwvvvviiiiiiii422919 awardDistance:33410
rollTimeSum:wwvvvviiiiiiiii110217 awardDistance:626133
rollTimeSum:wwvvvviiiiiiiii913093 awardDistance:730993
rollTimeSum:wwvvvvv145576 awardDistance:211775
rollTimeSum:wwvvvvv533912 awardDistance:353640
rollTimeSum:wwvvvvv557783 awardDistance:21710
rollTimeSum:wwvvvvvi711109 awardDistance:1050362
rollTimeSum:wwvvvvvii698795 awardDistance:899585
rollTimeSum:wwvvvvvii746143 awardDistance:42977
rollTimeSum:wwvvvvviii107728 awardDistance:329093
rollTimeSum:wwvvvvviii442589 awardDistance:305012
rollTimeSum:wwvvvvviii839354 awardDistance:361265
rollTimeSum:wwvvvvviiii49419 awardDistance:191188
rollTimeSum:wwvvvvviiii924501 awardDistance:797020
rollTimeSum:wwvvvvviiiiii648937 awardDistance:1570367
rollTimeSum:wwvvvvviiiiiii519402 awardDistance:792612
rollTimeSum:wwvvvvviiiiiii598873 awardDistance:72342
rollTimeSum:wwvvvvviiiiiiii326372 awardDistance:662439
rollTimeSum:wwvvvvviiiiiiii587726 awardDistance:238119
rollTimeSum:wwvvvvvv659102 awardDistance:1886126
rollTimeSum:wwvvvvvvi59622 awardDistance:364760
rollTimeSum:wwvvvvvviii483637 awardDistance:2207185
rollTimeSum:wwvvvvvviii870136 awardDistance:352244
rollTimeSum:wwvvvvvviii893245 awardDistance:21047
rollTimeSum:wwvvvvvviiiii508860 awardDistance:1470734
rollTimeSum:wwvvvvvviiiii920174 awardDistance:374790
rollTimeSum:wwvvvvvviiiiii367555 awardDistance:407389
rollTimeSum:wwvvvvvviiiiii641927 awardDistance:249903
rollTimeSum:wwvvvvvviiiiiii42515 awardDistance:364690
rollTimeSum:wwvvvvvviiiiiii87131 awardDistance:40741
rollTimeSum:wwvvvvvviiiiiii615814 awardDistance:481453
rollTimeSum:wwvvvvvviiiiiii722870 awardDistance:97520
rollTimeSum:wwvvvvvviiiiiii902447 awardDistance:163412
rollTimeSum:wwvvvvvvvi665644 awardDistance:3426834
rollTimeSum:wwvvvvvvviiii619331 awardDistance:2688812
rollTimeSum:wwvvvvvvviiiii44697 awardDistance:387277
rollTimeSum:wwvvvvvvviiiii668306 awardDistance:567750
rollTimeSum:wwvvvvvvviiiii843566 awardDistance:159821
rollTimeSum:wwvvvvvvviiiiii715377 awardDistance:793618
rollTimeSum:wwvvvvvvviiiiiiii925810 awardDistance:2012581
rollTimeSum:wwvvvvvvviiiiiiiii550051 awardDistance:568382
rollTimeSum:wwvvvvvvviiiiiiiii691960 awardDistance:129065
rollTimeSum:wwvvvvvvviiiiiiiii875063 awardDistance:166705
rollTimeSum:wwvvvvvvvv901133 awardDistance:934723
rollTimeSum:wwvvvvvvvvi63509 awardDistance:147787
rollTimeSum:wwvvvvvvvvi959555 awardDistance:815757
rollTimeSum:wwvvvvvvvvii7338 awardDistance:43494
rollTimeSum:wwvvvvvvvvii402788 awardDistance:360237
rollTimeSum:wwvvvvvvvviiiii40348 awardDistance:2401095
rollTimeSum:wwvvvvvvvviiiii378960 awardDistance:308260
rollTimeSum:wwvvvvvvvviiiiii503434 awardDistance:1023779
rollTimeSum:wwvvvvvvvviiiiii785346 awardDistance:256984
rollTimeSum:wwvvvvvvvviiiiiii754606 awardDistance:882701
rollTimeSum:wwvvvvvvvviiiiiiiii758727 awardDistance:1824622
rollTimeSum:wwvvvvvvvvv675759 awardDistance:834664
rollTimeSum:wwvvvvvvvvvi129327 awardDistance:412974
rollTimeSum:wwvvvvvvvvvii85326 awardDistance:870858
rollTimeSum:wwvvvvvvvvvii513951 awardDistance:390109
rollTimeSum:wwvvvvvvvvviiii21606 awardDistance:1372668
rollTimeSum:wwvvvvvvvvviiii612051 awardDistance:537388
rollTimeSum:wwvvvvvvvvviiiiiii515871 awardDistance:2644550
rollTimeSum:wwvvvvvvvvviiiiiiii246512 awardDistance:665280
rollTimeSum:wwvvvvvvvvviiiiiiii640220 awardDistance:358353
rollTimeSum:wwvvvvvvvvviiiiiiiii179048 awardDistance:490931
rollTimeSum:wwvvvvvvvvviiiiiiiii805409 awardDistance:570299
rollTimeSum:www917908 awardDistance:1012815
rollTimeSum:wwwiii391278 awardDistance:2252005
rollTimeSum:wwwiiiiii55979 awardDistance:2426819
rollTimeSum:wwwiiiiiii577414 awardDistance:1385173
rollTimeSum:wwwiiiiiiii149478 awardDistance:520750
rollTimeSum:wwwiiiiiiii353964 awardDistance:186555
rollTimeSum:wwwiiiiiiii918284 awardDistance:513621
rollTimeSum:wwwiiiiiiiii805903 awardDistance:808086
rollTimeSum:wwwv653861 awardDistance:772331
rollTimeSum:wwwviiii410281 awardDistance:3420448
rollTimeSum:wwwviiiii862661 awardDistance:1322710
rollTimeSum:wwwviiiiii101336 awardDistance:217375
rollTimeSum:wwwviiiiii470281 awardDistance:335934
rollTimeSum:wwwviiiiiii29042 awardDistance:509270
rollTimeSum:wwwviiiiiiii372141 awardDistance:1223647
rollTimeSum:wwwviiiiiiii458349 awardDistance:78429
rollTimeSum:wwwviiiiiiiii467710 awardDistance:919298
rollTimeSum:wwwvv577969 awardDistance:1011258
rollTimeSum:wwwvvi907328 awardDistance:1210017
rollTimeSum:wwwvvii173967 awardDistance:242810
rollTimeSum:wwwvviii624925 awardDistance:1320930
rollTimeSum:wwwvviiii176010 awardDistance:501700
rollTimeSum:wwwvviiiii697390 awardDistance:1385604
rollTimeSum:wwwvviiiiii828061 awardDistance:1029805
rollTimeSum:wwwvviiiiiii835469 awardDistance:917049
rollTimeSum:wwwvviiiiiiiii567635 awardDistance:1577793
rollTimeSum:wwwvvv270796 awardDistance:640393
rollTimeSum:wwwvvv288412 awardDistance:16030
rollTimeSum:wwwvvv620633 awardDistance:302488
rollTimeSum:wwwvvvi692579 awardDistance:976487
rollTimeSum:wwwvvvi715885 awardDistance:21204
rollTimeSum:wwwvvvii515156 awardDistance:727920
rollTimeSum:wwwvvviii212639 awardDistance:635088
rollTimeSum:wwwvvviiii400749 awardDistance:1081816
rollTimeSum:wwwvvviiiii652282 awardDistance:1139431
rollTimeSum:wwwvvviiiiii832786 awardDistance:1075002
rollTimeSum:wwwvvviiiiiii179888 awardDistance:316055
rollTimeSum:wwwvvviiiiiiii737839 awardDistance:1418219
rollTimeSum:wwwvvviiiiiiiii516668 awardDistance:709265
rollTimeSum:wwwvvviiiiiiiii647054 awardDistance:118684
rollTimeSum:wwwvvviiiiiiiii917036 awardDistance:245666
rollTimeSum:wwwvvvv520008 awardDistance:548986
rollTimeSum:wwwvvvv553043 awardDistance:30056
rollTimeSum:wwwvvvv589799 awardDistance:33410
rollTimeSum:wwwvvvvi277097 awardDistance:626133
rollTimeSum:wwwvvvvii79973 awardDistance:730993
rollTimeSum:wwwvvvvii312456 awardDistance:211775
rollTimeSum:wwwvvvvii700792 awardDistance:353640
rollTimeSum:wwwvvvvii724663 awardDistance:21710
rollTimeSum:wwwvvvviii877989 awardDistance:1050362
rollTimeSum:wwwvvvviiii865675 awardDistance:899585
rollTimeSum:wwwvvvviiii913023 awardDistance:42977
rollTimeSum:wwwvvvviiiii274608 awardDistance:329093
rollTimeSum:wwwvvvviiiii609469 awardDistance:305012
rollTimeSum:wwwvvvviiiiii6234 awardDistance:361265
rollTimeSum:wwwvvvviiiiii216299 awardDistance:191188
rollTimeSum:wwwvvvviiiiiii91381 awardDistance:797020
rollTimeSum:wwwvvvviiiiiiii815817 awardDistance:1570367
rollTimeSum:wwwvvvviiiiiiiii686282 awardDistance:792612
rollTimeSum:wwwvvvviiiiiiiii765753 awardDistance:72342
rollTimeSum:wwwvvvvv493252 awardDistance:662439
rollTimeSum:wwwvvvvv754606 awardDistance:238119
rollTimeSum:wwwvvvvvii825982 awardDistance:1886126
rollTimeSum:wwwvvvvviii226502 awardDistance:364760
rollTimeSum:wwwvvvvviiiii650517 awardDistance:2207185
rollTimeSum:wwwvvvvviiiiii37016 awardDistance:352244
rollTimeSum:wwwvvvvviiiiii60125 awardDistance:21047
rollTimeSum:wwwvvvvviiiiiii675740 awardDistance:1470734
rollTimeSum:wwwvvvvviiiiiiii87054 awardDistance:374790
rollTimeSum:wwwvvvvviiiiiiii534435 awardDistance:407389
rollTimeSum:wwwvvvvviiiiiiii808807 awardDistance:249903
rollTimeSum:wwwvvvvviiiiiiiii209395 awardDistance:364690
rollTimeSum:wwwvvvvviiiiiiiii254011 awardDistance:40741
rollTimeSum:wwwvvvvviiiiiiiii782694 awardDistance:481453
rollTimeSum:wwwvvvvviiiiiiiii889750 awardDistance:97520
rollTimeSum:wwwvvvvvv69327 awardDistance:163412
rollTimeSum:wwwvvvvvviii832524 awardDistance:3426834
rollTimeSum:wwwvvvvvviiiiii786211 awardDistance:2688812
rollTimeSum:wwwvvvvvviiiiiii211577 awardDistance:387277
rollTimeSum:wwwvvvvvviiiiiii835186 awardDistance:567750
rollTimeSum:wwwvvvvvviiiiiiii10446 awardDistance:159821
rollTimeSum:wwwvvvvvviiiiiiii882257 awardDistance:793618
rollTimeSum:wwwvvvvvvvi92690 awardDistance:2012581
rollTimeSum:wwwvvvvvvvi716931 awardDistance:568382
rollTimeSum:wwwvvvvvvvi858840 awardDistance:129065
rollTimeSum:wwwvvvvvvvii41943 awardDistance:166705
rollTimeSum:wwwvvvvvvviii68013 awardDistance:934723
rollTimeSum:wwwvvvvvvviii230389 awardDistance:147787
rollTimeSum:wwwvvvvvvviiii126435 awardDistance:815757
rollTimeSum:wwwvvvvvvviiii174218 awardDistance:43494
rollTimeSum:wwwvvvvvvviiii569668 awardDistance:360237
rollTimeSum:wwwvvvvvvviiiiiii207228 awardDistance:2401095
rollTimeSum:wwwvvvvvvviiiiiii545840 awardDistance:308260
rollTimeSum:wwwvvvvvvviiiiiiii670314 awardDistance:1023779
rollTimeSum:wwwvvvvvvviiiiiiii952226 awardDistance:256984
rollTimeSum:wwwvvvvvvviiiiiiiii921486 awardDistance:882701
rollTimeSum:wwwvvvvvvvvi925607 awardDistance:1824622
rollTimeSum:wwwvvvvvvvvii842639 awardDistance:834664
rollTimeSum:wwwvvvvvvvviii296207 awardDistance:412974
rollTimeSum:wwwvvvvvvvviiii252206 awardDistance:870858
rollTimeSum:wwwvvvvvvvviiii680831 awardDistance:390109
rollTimeSum:wwwvvvvvvvviiiiii188486 awardDistance:1372668
rollTimeSum:wwwvvvvvvvviiiiii778931 awardDistance:537388
rollTimeSum:wwwvvvvvvvviiiiiiiii682751 awardDistance:2644550
rollTimeSum:wwwvvvvvvvvv413392 awardDistance:665280
rollTimeSum:wwwvvvvvvvvv807100 awardDistance:358353
rollTimeSum:wwwvvvvvvvvvi345928 awardDistance:490931
rollTimeSum:wwwvvvvvvvvvi972289 awardDistance:570299
rollTimeSum:wwwvvvvvvvvviii84788 awardDistance:1012815
rollTimeSum:wwwvvvvvvvvviiiii558158 awardDistance:2252005
rollTimeSum:wwwvvvvvvvvviiiiiiii222859 awardDistance:2426819
rollTimeSum:wwwvvvvvvvvviiiiiiiii744294 awardDistance:1385173
rollTimeSum:wwww316358 awardDistance:520750
rollTimeSum:wwww520844 awardDistance:186555
rollTimeSum:wwwwi85164 awardDistance:513621
rollTimeSum:wwwwi972783 awardDistance:808086
rollTimeSum:wwwwii820741 awardDistance:772331
rollTimeSum:wwwwiiiiii577161 awardDistance:3420448
rollTimeSum:wwwwiiiiiiii29541 awardDistance:1322710
rollTimeSum:wwwwiiiiiiii268216 awardDistance:217375
rollTimeSum:wwwwiiiiiiii637161 awardDistance:335934
rollTimeSum:wwwwiiiiiiiii195922 awardDistance:509270
